Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/05  09:00:00,11596316.358130066,11596316.358130066,22296553.268445063 
 01/05  10:00:00,10515311.170783946,10515311.170783946,21874509.92104353 
 01/05  11:00:00,10412961.817957873,10412961.817957874,18819993.89876153 
 01/05  12:00:00,9496112.34753071,9496112.34753071,19930861.349573933 
 01/05  13:00:00,8394357.47492221,8394357.47492221,17694286.841442607 
 01/05  14:00:00,8238173.602542521,8238173.60254252,17474001.603129994 
 01/05  15:00:00,7955539.99646534,7955539.99646534,12728292.77857792 
 01/05  16:00:00,8162502.484121049,8162502.484121049,11895671.247204155 
 01/05  17:00:00,12977486.214837141,12977486.21483714,15095577.996514995 
 01/05  18:00:00,18090408.16057671,18090408.16057671,17477573.694979478 
 01/05  19:00:00,18549380.794799767,18549380.794799767,19028791.411983542 
 01/05  20:00:00,18420484.84338153,18420484.84338153,20342728.658235464 
 01/05  21:00:00,18214840.96098087,18214840.96098087,20382789.541282907 
 01/05  22:00:00,16704481.59587818,16704481.595878178,20429872.474036843 
 01/05  23:00:00,14812249.014004866,14812249.014004864,20256219.936240945 
 01/05  24:00:00,13104232.968137575,13104232.968137575,21304545.31062881 
 01/06  01:00:00,11579419.614103798,11579419.614103798,22261638.345662747 
 01/06  02:00:00,11382595.080605946,11382595.080605946,21758386.18064625 
 01/06  03:00:00,10430241.946447738,10430241.946447738,21894484.406476732 
 01/06  04:00:00,10355599.481634866,10355599.481634866,21205985.48699214 
 01/06  05:00:00,11375176.257478058,11375176.257478058,21439083.185789373 
 01/06  06:00:00,12720960.933370622,12720960.933370624,21020762.619128566 
 01/06  07:00:00,17201776.129520696,17201776.129520696,20465574.655743584 
 01/06  08:00:00,13147601.012233147,13147601.012233147,18976784.70892805 
 01/06  09:00:00,10288917.591949552,10288917.591949552,15062266.106331442 
 01/06  10:00:00,10957501.606419025,10957501.606419025,10911548.284837473 
 01/06  11:00:00,8955760.759436592,8955760.759436592,7919163.214437095 
 01/06  12:00:00,8791870.550601022,8791870.55060102,4872941.634657574 
 01/06  13:00:00,8640022.150346428,8640022.150346428,3259008.5477398587 
 01/06  14:00:00,7437861.516644448,7437861.516644448,388050.45886132406 
 01/06  15:00:00,7358930.15025628,7358930.15025628,0.0 
 01/06  16:00:00,7605289.710023319,7605289.710023319,0.0 
 01/06  17:00:00,12282581.77154771,12282581.77154771,4101083.889849984 
 01/06  18:00:00,16851236.390295755,16851236.390295755,6415089.298272882 
 01/06  19:00:00,17942683.823972605,17942683.823972605,6915409.696206551 
 01/06  20:00:00,18200116.92987587,18200116.92987587,6887151.5830112705 
 01/06  21:00:00,17222771.115823634,17222771.115823634,7881246.0241458565 
 01/06  22:00:00,16199030.65084099,16199030.65084099,9613114.880432718 
 01/06  23:00:00,15301555.781327164,15301555.781327166,11029290.530835262 
 01/06  24:00:00,12714757.943252262,12714757.94325226,12988826.913907018 
 01/07  01:00:00,11183524.824802514,11183524.824802514,13812482.445805589 
 01/07  02:00:00,10162519.468461754,10162519.468461754,14372083.182145953 
 01/07  03:00:00,10938932.28473365,10938932.28473365,14158124.503879342 
 01/07  04:00:00,10046388.17481496,10046388.174814962,14607074.378830308 
 01/07  05:00:00,10252763.40379688,10252763.40379688,16137434.48082101 
 01/07  06:00:00,12456736.895540575,12456736.895540575,15378963.295412995 
 01/07  07:00:00,16986837.030813158,16986837.030813158,15858516.270352773 
 01/07  08:00:00,13072281.95658512,13072281.956585122,17349559.73180163 
 01/07  09:00:00,11261182.29098136,11261182.29098136,15120756.016990526 
 01/07  10:00:00,10053738.140224006,10053738.140224006,12008787.979718022 
 01/07  11:00:00,9938945.805262286,9938945.805262286,8688242.350226136 
 01/07  12:00:00,8926278.040462587,8926278.040462587,7752756.004247033 
 01/07  13:00:00,7866284.799296893,7866284.799296893,6421754.177772757 
 01/07  14:00:00,8323753.211241454,8323753.211241454,5605270.536961695 
 01/07  15:00:00,6926603.261943203,6926603.261943203,4366142.358500898 
 01/07  16:00:00,8026326.137391768,8026326.137391768,4448000.779022567 
 01/07  17:00:00,12402849.405389797,12402849.405389795,7389708.221076637 
 01/07  18:00:00,17662548.94964178,17662548.94964178,7485346.111806912 
 01/07  19:00:00,18003266.319538224,18003266.31953822,8204602.777452994 
 01/07  20:00:00,17930596.55414324,17930596.554143235,9869769.50514944 
 01/07  21:00:00,17721753.740940914,17721753.740940914,9842431.525400747 
 01/07  22:00:00,16235918.503628341,16235918.503628343,10410069.581506079 
 01/07  23:00:00,14406311.570838954,14406311.570838954,11592966.308687171 
 01/07  24:00:00,12675151.78460809,12675151.78460809,12140779.11083959 
 01/08  01:00:00,11216696.574481674,11216696.574481674,14520190.458909754 
 01/08  02:00:00,11089424.481955435,11089424.481955435,15500889.034513457 
 01/08  03:00:00,10198332.055881916,10198332.055881916,16945270.974774115 
 01/08  04:00:00,11023543.329133365,11023543.329133363,16868182.693357207 
 01/08  05:00:00,10178553.920590525,10178553.920590525,14553722.073607625 
 01/08  06:00:00,12350151.619689725,12350151.619689727,13109132.856913608 
