dataset,cpd_algo,forecast_algo,min_segment,delta,window_days,result_dir,raw_n_detected,residual_n_detected,raw_n_true,residual_n_true,raw_tp,residual_tp,raw_tn,residual_tn,raw_fp,residual_fp,raw_fn,residual_fn,raw_tp_rate,residual_tp_rate,raw_fp_rate,residual_fp_rate,raw_precision,residual_precision,raw_recall,residual_recall,raw_f1_score,residual_f1_score,raw_gmean,residual_gmean,raw_covering,residual_covering,raw_rand_index,residual_rand_index
ASHRAE901_RestaurantSitDown_STD2019,cpmMS,HybridKNNMLP,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_cpmMS_ms28_d7_w28/forecast_HybridKNNMLP,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,cpmMS,ARIMA,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_cpmMS_ms28_d7_w28/forecast_ARIMA,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,HybridLRXGB,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_HybridLRXGB,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,Lasso,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_Lasso,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,HybridLassoMLP,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_HybridLassoMLP,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,MLP,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_MLP,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,LR,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_LR,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,LSVR,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_LSVR,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,XGB,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_XGB,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,SGD,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_SGD,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,SARIMAX,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_SARIMAX,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,SVR,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_SVR,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,KNN,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_KNN,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,HybridLassoXGB,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_HybridLassoXGB,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,HybridKNNMLP,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_HybridKNNMLP,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,sbs,ARIMA,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_sbs_ms28_d1_w28/forecast_ARIMA,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,HybridLRXGB,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_HybridLRXGB,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,Lasso,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_Lasso,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,HybridLassoMLP,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_HybridLassoMLP,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,MLP,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_MLP,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,LR,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_LR,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,LSVR,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_LSVR,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,XGB,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_XGB,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,SGD,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_SGD,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,SARIMAX,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_SARIMAX,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,SVR,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_SVR,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,KNN,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_KNN,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,HybridLassoXGB,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_HybridLassoXGB,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,HybridKNNMLP,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_HybridKNNMLP,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,TwoSample,ARIMA,28,7,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_TwoSample_ms28_d7_w28/forecast_ARIMA,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,HybridLRXGB,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_HybridLRXGB,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,Lasso,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_Lasso,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,HybridLassoMLP,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_HybridLassoMLP,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,MLP,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_MLP,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,LR,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_LR,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,LSVR,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_LSVR,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,XGB,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_XGB,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,SGD,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_SGD,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,SARIMAX,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_SARIMAX,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,SVR,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_SVR,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,KNN,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_KNN,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,HybridLassoXGB,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_HybridLassoXGB,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,HybridKNNMLP,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_HybridKNNMLP,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
ASHRAE901_RestaurantSitDown_STD2019,CUSUM,ARIMA,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_RestaurantSitDown_STD2019/cpd_CUSUM_ms28_d1_w28/forecast_ARIMA,0.0,0.0,4.0,4.0,0.0,0.0,361.0,361.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423302724672588,0.3423302724672588
