dataset,cpd_algo,forecast_algo,delta,window_days,n_runs,raw_best_min_segment,raw_best_result_dir,raw_best_n_detected,raw_best_n_true,raw_best_tp,raw_best_tn,raw_best_fp,raw_best_fn,raw_best_tp_rate,raw_best_fp_rate,raw_best_precision,raw_best_recall,raw_best_f1_score,raw_best_gmean,raw_best_covering,raw_best_rand_index,residual_best_min_segment,residual_best_result_dir,residual_best_n_detected,residual_best_n_true,residual_best_tp,residual_best_tn,residual_best_fp,residual_best_fn,residual_best_tp_rate,residual_best_fp_rate,residual_best_precision,residual_best_recall,residual_best_f1_score,residual_best_gmean,residual_best_covering,residual_best_rand_index,residual_minus_raw_n_detected,residual_minus_raw_n_true,residual_minus_raw_tp,residual_minus_raw_tn,residual_minus_raw_fp,residual_minus_raw_fn,residual_minus_raw_tp_rate,residual_minus_raw_fp_rate,residual_minus_raw_precision,residual_minus_raw_recall,residual_minus_raw_f1_score,residual_minus_raw_gmean,residual_minus_raw_covering,residual_minus_raw_rand_index
ASHRAE901_ApartmentMidRise_STD2019,Binseg,ARIMA,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_ARIMA,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_ARIMA,3.0,4.0,2.0,360.0,1.0,2.0,0.5,0.002770083102493075,0.6666666666666666,0.5,0.5714285714285715,0.7061267297367757,0.07875223347230495,0.9087309950323649,-2.0,0.0,-1.0,1.0,-1.0,1.0,-0.25,-0.002770083102493075,0.06666666666666665,-0.25,-0.09523809523809501,-0.15749637981174747,-0.38152173913043474,0.004967635104621393
ASHRAE901_ApartmentMidRise_STD2019,Binseg,ARIMA,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_ARIMA,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_ARIMA,3.0,4.0,2.0,360.0,1.0,2.0,0.5,0.002770083102493075,0.6666666666666666,0.5,0.5714285714285715,0.7061267297367757,0.07875223347230495,0.9087309950323649,-2.0,0.0,-1.0,1.0,-1.0,1.0,-0.25,-0.002770083102493075,0.06666666666666665,-0.25,-0.09523809523809501,-0.15749637981174747,-0.38152173913043474,0.004967635104621393
ASHRAE901_ApartmentMidRise_STD2019,Binseg,ARIMA,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_ARIMA,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_ARIMA,3.0,4.0,2.0,360.0,1.0,2.0,0.5,0.002770083102493075,0.6666666666666666,0.5,0.5714285714285715,0.7061267297367757,0.07875223347230495,0.9087309950323649,-2.0,0.0,-1.0,1.0,-1.0,1.0,-0.25,-0.002770083102493075,0.06666666666666665,-0.25,-0.09523809523809501,-0.15749637981174747,-0.38152173913043474,0.004967635104621393
ASHRAE901_ApartmentMidRise_STD2019,Binseg,HybridKNNMLP,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_HybridKNNMLP,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_HybridKNNMLP,4.0,4.0,3.0,360.0,1.0,1.0,0.75,0.002770083102493075,0.75,0.75,0.75,0.8648250907976307,0.28493150684931506,0.9482161673942496,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.002770083102493075,0.15000000000000002,0.0,0.08333333333333348,0.001201981249107531,-0.17534246575342466,0.04445280746650615
ASHRAE901_ApartmentMidRise_STD2019,Binseg,HybridKNNMLP,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_HybridKNNMLP,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_HybridKNNMLP,4.0,4.0,3.0,360.0,1.0,1.0,0.75,0.002770083102493075,0.75,0.75,0.75,0.8648250907976307,0.28493150684931506,0.9482161673942496,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.002770083102493075,0.15000000000000002,0.0,0.08333333333333348,0.001201981249107531,-0.17534246575342466,0.04445280746650615
ASHRAE901_ApartmentMidRise_STD2019,Binseg,HybridKNNMLP,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_HybridKNNMLP,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_HybridKNNMLP,4.0,4.0,3.0,360.0,1.0,1.0,0.75,0.002770083102493075,0.75,0.75,0.75,0.8648250907976307,0.28493150684931506,0.9482161673942496,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.002770083102493075,0.15000000000000002,0.0,0.08333333333333348,0.001201981249107531,-0.17534246575342466,0.04445280746650615
ASHRAE901_ApartmentMidRise_STD2019,Binseg,HybridLRXGB,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_HybridLRXGB,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_HybridLRXGB,3.0,4.0,0.0,358.0,3.0,4.0,0.0,0.008310249307479225,0.0,0.0,0.0,0.0,0.06645247702214878,0.8469516784585278,-2.0,0.0,-3.0,-1.0,1.0,3.0,-0.75,0.0027700831024930752,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.39382149558059093,-0.05681168146921567
ASHRAE901_ApartmentMidRise_STD2019,Binseg,HybridLRXGB,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_HybridLRXGB,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_HybridLRXGB,3.0,4.0,0.0,358.0,3.0,4.0,0.0,0.008310249307479225,0.0,0.0,0.0,0.0,0.06645247702214878,0.8469516784585278,-2.0,0.0,-3.0,-1.0,1.0,3.0,-0.75,0.0027700831024930752,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.39382149558059093,-0.05681168146921567
ASHRAE901_ApartmentMidRise_STD2019,Binseg,HybridLRXGB,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_HybridLRXGB,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_HybridLRXGB,3.0,4.0,1.0,359.0,2.0,3.0,0.25,0.00554016620498615,0.3333333333333333,0.25,0.28571428571428575,0.4986130347762215,0.06645247702214878,0.8469516784585278,-2.0,0.0,-2.0,0.0,0.0,2.0,-0.5,0.0,-0.26666666666666666,-0.5,-0.38095238095238076,-0.3650100747723017,-0.39382149558059093,-0.05681168146921567
ASHRAE901_ApartmentMidRise_STD2019,Binseg,HybridLassoMLP,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_HybridLassoMLP,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_HybridLassoMLP,3.0,4.0,0.0,358.0,3.0,4.0,0.0,0.008310249307479225,0.0,0.0,0.0,0.0,0.0512805241215009,0.8470871594159265,-2.0,0.0,-3.0,-1.0,1.0,3.0,-0.75,0.0027700831024930752,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.4089934484812388,-0.05667620051181699
ASHRAE901_ApartmentMidRise_STD2019,Binseg,HybridLassoMLP,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_HybridLassoMLP,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_HybridLassoMLP,3.0,4.0,0.0,358.0,3.0,4.0,0.0,0.008310249307479225,0.0,0.0,0.0,0.0,0.0512805241215009,0.8470871594159265,-2.0,0.0,-3.0,-1.0,1.0,3.0,-0.75,0.0027700831024930752,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.4089934484812388,-0.05667620051181699
ASHRAE901_ApartmentMidRise_STD2019,Binseg,HybridLassoMLP,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_HybridLassoMLP,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_HybridLassoMLP,3.0,4.0,1.0,359.0,2.0,3.0,0.25,0.00554016620498615,0.3333333333333333,0.25,0.28571428571428575,0.4986130347762215,0.0512805241215009,0.8470871594159265,-2.0,0.0,-2.0,0.0,0.0,2.0,-0.5,0.0,-0.26666666666666666,-0.5,-0.38095238095238076,-0.3650100747723017,-0.4089934484812388,-0.05667620051181699
ASHRAE901_ApartmentMidRise_STD2019,Binseg,HybridLassoXGB,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_HybridLassoXGB,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_HybridLassoXGB,3.0,4.0,0.0,358.0,3.0,4.0,0.0,0.008310249307479225,0.0,0.0,0.0,0.0,0.06645247702214878,0.8469516784585278,-2.0,0.0,-3.0,-1.0,1.0,3.0,-0.75,0.0027700831024930752,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.39382149558059093,-0.05681168146921567
ASHRAE901_ApartmentMidRise_STD2019,Binseg,HybridLassoXGB,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_HybridLassoXGB,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_HybridLassoXGB,3.0,4.0,0.0,358.0,3.0,4.0,0.0,0.008310249307479225,0.0,0.0,0.0,0.0,0.06645247702214878,0.8469516784585278,-2.0,0.0,-3.0,-1.0,1.0,3.0,-0.75,0.0027700831024930752,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.39382149558059093,-0.05681168146921567
ASHRAE901_ApartmentMidRise_STD2019,Binseg,HybridLassoXGB,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_HybridLassoXGB,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_HybridLassoXGB,3.0,4.0,1.0,359.0,2.0,3.0,0.25,0.00554016620498615,0.3333333333333333,0.25,0.28571428571428575,0.4986130347762215,0.06645247702214878,0.8469516784585278,-2.0,0.0,-2.0,0.0,0.0,2.0,-0.5,0.0,-0.26666666666666666,-0.5,-0.38095238095238076,-0.3650100747723017,-0.39382149558059093,-0.05681168146921567
ASHRAE901_ApartmentMidRise_STD2019,Binseg,KNN,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_KNN,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_KNN,3.0,4.0,0.0,358.0,3.0,4.0,0.0,0.008310249307479225,0.0,0.0,0.0,0.0,0.0,0.8039440012042752,-2.0,0.0,-3.0,-1.0,1.0,3.0,-0.75,0.0027700831024930752,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.4602739726027397,-0.09981935872346825
ASHRAE901_ApartmentMidRise_STD2019,Binseg,KNN,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_KNN,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_KNN,3.0,4.0,0.0,358.0,3.0,4.0,0.0,0.008310249307479225,0.0,0.0,0.0,0.0,0.0,0.8039440012042752,-2.0,0.0,-3.0,-1.0,1.0,3.0,-0.75,0.0027700831024930752,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.4602739726027397,-0.09981935872346825
ASHRAE901_ApartmentMidRise_STD2019,Binseg,KNN,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_KNN,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_KNN,3.0,4.0,1.0,359.0,2.0,3.0,0.25,0.00554016620498615,0.3333333333333333,0.25,0.28571428571428575,0.4986130347762215,0.0,0.8039440012042752,-2.0,0.0,-2.0,0.0,0.0,2.0,-0.5,0.0,-0.26666666666666666,-0.5,-0.38095238095238076,-0.3650100747723017,-0.4602739726027397,-0.09981935872346825
ASHRAE901_ApartmentMidRise_STD2019,Binseg,LR,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_LR,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_LR,4.0,4.0,0.0,357.0,4.0,4.0,0.0,0.0110803324099723,0.0,0.0,0.0,0.0,0.2579052116190874,0.8067740478699382,-1.0,0.0,-3.0,-2.0,2.0,3.0,-0.75,0.00554016620498615,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.2023687609836523,-0.09698931205780525
ASHRAE901_ApartmentMidRise_STD2019,Binseg,LR,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_LR,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_LR,4.0,4.0,0.0,357.0,4.0,4.0,0.0,0.0110803324099723,0.0,0.0,0.0,0.0,0.2579052116190874,0.8067740478699382,-1.0,0.0,-3.0,-2.0,2.0,3.0,-0.75,0.00554016620498615,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.2023687609836523,-0.09698931205780525
ASHRAE901_ApartmentMidRise_STD2019,Binseg,LR,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_LR,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_LR,4.0,4.0,0.0,357.0,4.0,4.0,0.0,0.0110803324099723,0.0,0.0,0.0,0.0,0.2579052116190874,0.8067740478699382,-1.0,0.0,-3.0,-2.0,2.0,3.0,-0.75,0.00554016620498615,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.2023687609836523,-0.09698931205780525
ASHRAE901_ApartmentMidRise_STD2019,Binseg,LSVR,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_LSVR,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_LSVR,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,Binseg,LSVR,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_LSVR,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_LSVR,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,Binseg,LSVR,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_LSVR,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_LSVR,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,Binseg,Lasso,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_Lasso,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_Lasso,4.0,4.0,0.0,357.0,4.0,4.0,0.0,0.0110803324099723,0.0,0.0,0.0,0.0,0.2579052116190874,0.8067740478699382,-1.0,0.0,-3.0,-2.0,2.0,3.0,-0.75,0.00554016620498615,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.2023687609836523,-0.09698931205780525
ASHRAE901_ApartmentMidRise_STD2019,Binseg,Lasso,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_Lasso,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_Lasso,4.0,4.0,0.0,357.0,4.0,4.0,0.0,0.0110803324099723,0.0,0.0,0.0,0.0,0.2579052116190874,0.8067740478699382,-1.0,0.0,-3.0,-2.0,2.0,3.0,-0.75,0.00554016620498615,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.2023687609836523,-0.09698931205780525
ASHRAE901_ApartmentMidRise_STD2019,Binseg,Lasso,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_Lasso,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_Lasso,4.0,4.0,0.0,357.0,4.0,4.0,0.0,0.0110803324099723,0.0,0.0,0.0,0.0,0.2579052116190874,0.8067740478699382,-1.0,0.0,-3.0,-2.0,2.0,3.0,-0.75,0.00554016620498615,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.2023687609836523,-0.09698931205780525
ASHRAE901_ApartmentMidRise_STD2019,Binseg,MLP,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_MLP,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d1_w28/forecast_MLP,8.0,4.0,0.0,353.0,8.0,4.0,0.0,0.0221606648199446,0.0,0.0,0.0,0.0,0.43552230777775824,0.7888604546138793,3.0,0.0,-3.0,-6.0,6.0,3.0,-0.75,0.01662049861495845,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.02475166482498148,-0.11490290531386416
ASHRAE901_ApartmentMidRise_STD2019,Binseg,MLP,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_MLP,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d3_w28/forecast_MLP,8.0,4.0,0.0,353.0,8.0,4.0,0.0,0.0221606648199446,0.0,0.0,0.0,0.0,0.43552230777775824,0.7888604546138793,3.0,0.0,-3.0,-6.0,6.0,3.0,-0.75,0.01662049861495845,-0.6,-0.75,-0.6666666666666665,-0.8636231095485232,-0.02475166482498148,-0.11490290531386416
ASHRAE901_ApartmentMidRise_STD2019,Binseg,MLP,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_MLP,5.0,4.0,3.0,359.0,2.0,1.0,0.75,0.00554016620498615,0.6,0.75,0.6666666666666665,0.8636231095485232,0.4602739726027397,0.9037633599277435,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_Binseg_ms28_d7_w28/forecast_MLP,8.0,4.0,1.0,354.0,7.0,3.0,0.25,0.019390581717451522,0.125,0.25,0.16666666666666666,0.49512862426912574,0.43552230777775824,0.7888604546138793,3.0,0.0,-2.0,-5.0,5.0,2.0,-0.5,0.013850415512465374,-0.475,-0.5,-0.4999999999999999,-0.36849448527939743,-0.02475166482498148,-0.11490290531386416
