,actual,predicted,residual
2024-01-01,8.29660272,8.082500603155182,0.21410211684481695
2024-01-02,5.29660272,6.679940335073866,1.3833376150738657
2024-01-03,5.39260272,3.5697422717514655,1.8228604482485347
2024-01-04,5.33260272,4.765605618013922,0.566997101986078
2024-01-05,5.40460272,4.662618955855351,0.7419837641446492
2024-01-06,5.29660272,5.672728935334419,0.3761262153344189
2024-01-07,8.29660272,7.4612267473365534,0.8353759726634458
2024-01-08,8.27260272,6.95239847532099,1.3202042446790099
2024-01-09,6.76060272,5.699446338650148,1.0611563813498517
2024-01-10,5.32060272,3.578836828123201,1.741765891876799
2024-01-11,5.32060272,4.215633663011971,1.104969056988029
2024-01-12,5.36860272,4.194801116580976,1.1738016034190242
2024-01-13,6.79660272,5.123066987275848,1.6735357327241518
2024-01-14,8.29660272,7.314256885543358,0.9823458344566411
2024-01-15,6.77260272,6.418053573231134,0.35454914676886595
2024-01-16,5.27260272,4.6957827273490125,0.5768199926509876
2024-01-17,5.65660272,0.7650424590323155,4.891560260967685
2024-01-18,5.30860272,3.525203033217309,1.7833996867826905
2024-01-19,5.30860272,3.475402305555434,1.8332004144445655
2024-01-20,6.76060272,4.570592063722103,2.190010656277897
2024-01-21,8.28460272,5.9694608431350105,2.31514187686499
2024-01-22,8.296602720000001,5.6319904801118525,2.6646122398881484
2024-01-23,5.24860272,4.92114302138026,0.32745969861974
2024-01-24,5.29660272,1.8446904153032904,3.4519123046967097
2024-01-25,5.44060272,3.8533440823851777,1.5872586376148226
2024-01-26,5.35660272,3.9593457171347666,1.3972570028652331
2024-01-27,6.74860272,5.185673356571954,1.5629293634280463
2024-01-28,8.248602720000001,7.153103914502253,1.0954988054977477
2024-01-29,6.74860272,6.9066848541664285,0.15808213416642847
2024-01-30,5.29660272,4.531671530278061,0.7649311897219393
2024-01-31,5.29660272,2.1012946543906708,3.1953080656093293
2024-02-01,5.29660272,3.54743540910502,1.74916731089498
2024-02-02,5.30860272,3.623697415453222,1.6849053045467777
2024-02-03,6.79660272,4.975459001986621,1.8211437180133787
2024-02-04,6.79660272,6.6992234154637345,0.09737930453626564
2024-02-05,4638.24360119,7.001651897695808,4631.2419492923045
2024-02-06,4172.18260119,356.2366096999632,3815.945991490037
2024-02-07,4108.224102975,1581.2102729717753,2527.013830003225
2024-02-08,2476.083102845,2252.7538804838573,223.3292223611429
2024-02-09,112.096102675,1950.729720556956,1838.633617881956
2024-02-10,3814.81360119,1409.6280153726443,2405.185585817356
2024-02-11,4588.89760119,996.6933874824557,3592.2042137075446
2024-02-12,5622.80660122,1836.5093930810788,3786.2972081389207
2024-02-13,7039.81260131,1470.9042282347766,5568.908373075224
2024-02-14,96.073102725,1932.6223960034315,1836.5492932784316
2024-02-15,90.600102725,1419.1615736102572,1328.5614708852572
2024-02-16,115.471102675,272.28138214873115,156.81027947373116
2024-02-17,4042.27760119,70.65920262386962,3971.6183985661305
2024-02-18,4077.11260119,-496.5520961402673,4573.664697330268
2024-02-19,4495.5106012,756.7568349454189,3738.753766254581
2024-02-20,6069.18660135,1385.4792364922082,4683.707364857792
2024-02-21,125.116102675,856.4938587750713,731.3777561000713
2024-02-22,620.71010271,1097.958216390921,477.24811368092105
2024-02-23,4831.078103005,-675.355078822727,5506.433181827727
2024-02-24,8636.863601415,181.70328018548682,8455.160321229512
2024-02-25,6375.39460135,333.03627291399596,6042.358328436004
2024-02-26,6420.117601285,1734.3252945172221,4685.792306767778
2024-02-27,9065.672601385,3290.300152296727,5775.372449088273
2024-02-28,6214.175101395,2209.866048312867,4004.309053082133
2024-02-29,2172.23210282,2374.76581370814,202.53371088813992
2024-03-01,906.04410274,2253.883646946323,1347.8395442063231
2024-03-02,4367.384601255,1486.5895676696505,2880.7950335853498
2024-03-03,4319.56260134,113.24939324594177,4206.313208094058
2024-03-04,6060.993601295,329.1198555039441,5731.873745791056
2024-03-05,5703.29360122,2198.65850572464,3504.63509549536
2024-03-06,4737.7031024,1766.1456149443736,2971.557487455626
2024-03-07,4938.354102295,580.8536749824901,4357.5004273125105
2024-03-08,3344.949102855,-278.4301153221336,3623.3792181771337
2024-03-09,3831.93360169,2567.1752887562457,1264.7583129337545
2024-03-10,4162.84460119,2050.6403481840466,2112.204253005953
2024-03-11,4524.49360119,2474.0159429435193,2050.4776582464806
2024-03-12,4537.96760119,3567.155797582341,970.8118036076589
2024-03-13,109.854102675,4075.4353670622822,3965.5812643872823
2024-03-14,87.321102725,577.5591794833075,490.2380767583075
2024-03-15,111.988102675,-843.8585691285434,955.8466718035434
2024-03-16,4363.05660124,-282.7091915731279,4645.765792813128
2024-03-17,4835.06710228,9.128659683423336,4825.938442596576
2024-03-18,3315.699101775,745.9749815226274,2569.724120252373
2024-03-19,3060.01960243,1394.371914191104,1665.6476882388959
2024-03-20,116.280102675,760.4269715250676,644.1468688500677
2024-03-21,115.207102675,984.4300845011131,869.2229818261131
2024-03-22,120.572102675,-174.647020978085,295.21912365308503
2024-03-23,6381.36960127,459.5647825954842,5921.804818674516
2024-03-24,7662.970601345,695.7519955595254,6967.218605785475
2024-03-25,7095.32960105,2034.4364366811485,5060.893164368851
2024-03-26,3152.16410233,3959.965191849208,807.8010895192083
2024-03-27,147.38510267499998,2571.401700652811,2424.016597977811
2024-03-28,122.706102675,1770.3086692014413,1647.6025665264413
2024-03-29,114.122102675,10.280166434302629,103.84193624069736
2024-03-30,3194.02310162,1021.6080605835015,2172.4150410364987
2024-03-31,2875.22060217,829.3211195244859,2045.8994826455141
2024-04-01,3884.51060144,726.356262926872,3158.154338513128
2024-04-02,3260.110101925,1590.8352288149008,1669.2748731100992
2024-04-03,117.353102675,1040.2495708863694,922.8964682113694
2024-04-04,98.027102725,385.62131599700274,287.5942132720027
2024-04-05,66.910102725,-1397.9167049144094,1464.8268076394093
2024-04-06,447.119102755,-567.7259158771053,1014.8450186321053
2024-04-07,635.333102775,-321.780487967079,957.113590742079
2024-04-08,586.07260276,701.6338940718018,115.56129131180182
2024-04-09,3940.91660139,469.6830559288246,3471.2335454611753
2024-04-10,1291.191102775,187.87941169920597,1103.311691075794
2024-04-11,79.786102725,385.0511057933418,305.2650030683418
2024-04-12,70.11710272500001,-847.1029301996125,917.2200329246125
2024-04-13,494.331102755,-886.5000832357191,1380.8311859907192
2024-04-14,2319.39460255,-871.5688438795985,3190.9634464295987
2024-04-15,5069.50560122,96.22782151983168,4973.277779700168
2024-04-16,6820.22660133,2136.8803950515953,4683.346206278406
2024-04-17,4938.318102995,1954.3978306282572,2983.920272366743
2024-04-18,3190.401102845,2602.2311957990105,588.1699070459895
2024-04-19,928.50510274,1569.1223580998915,640.6172553598915
2024-04-20,7056.27460133,1144.4439826709092,5911.830618659091
2024-04-21,8574.97260117,1797.1065592547088,6777.866041915291
2024-04-22,9150.10059994,2229.74854576568,6920.35205417432
2024-04-23,8368.114600235,4281.701578037299,4086.4130221977002
2024-04-24,5254.8531030350005,4180.757657780452,1074.0954452545484
2024-04-25,3074.517102845,3320.004417326471,245.487314481471
2024-04-26,140.93510267499997,1568.3248113534562,1427.3897086784561
2024-04-27,2121.5356024,703.7804745797484,1417.7551278202513
2024-04-28,1777.51760231,-282.1667440568566,2059.6843463668565
2024-04-29,1743.83960258,-573.1165912992851,2316.956193879285
2024-04-30,176.272102735,-691.8263284567521,868.0984311917521
2024-05-01,5.18860272,-1000.2071653644966,1005.3957680844966
2024-05-02,102.331102725,-1296.3775941111808,1398.7086968361807
2024-05-03,117.305102675,-2771.63253032492,2888.93763299992
2024-05-04,2673.06960231,-1839.9025113480209,4512.972113658021
2024-05-05,2378.946102505,-1689.2988962152635,4068.2449987202635
2024-05-06,2092.467102865,-392.6464032410313,2485.1135061060313
2024-05-07,2243.83360265,430.29875618051403,1813.5348464694862
2024-05-08,131.254102675,1191.7047435171671,1060.450640842167
2024-05-09,102.283102725,1450.9904096789537,1348.7073069539538
2024-05-10,84.042102725,222.86595910371912,138.8238563787191
2024-05-11,533.4596027599999,555.5879944955291,22.128391735529135
2024-05-12,62.315102725,272.17887423977277,209.86377151477276
2024-05-13,8.11660272,442.5903167927837,434.4737140727837
2024-05-14,115.00160273,106.7794986731324,8.222104056867607
2024-05-15,64.752102725,-190.928007835513,255.68011056051301
2024-05-16,88.32210272500001,55.536477144185,32.78562558081501
2024-05-17,85.175102725,-556.5016131421405,641.6767158671405
2024-05-18,1856.48060285,-154.0327876830268,2010.5133905330267
2024-05-19,1787.687102835,54.027700547810355,1733.6594022871896
2024-05-20,965.22060279,878.0611482487008,87.15945454129928
2024-05-21,913.886102795,1272.074506470068,358.1884036750679
2024-05-22,85.091102725,968.0967586206067,883.0056558956067
2024-05-23,82.95710272500001,734.5150511301778,651.5579484051777
2024-05-24,79.81010272500001,210.8269037266207,131.0168010016207
2024-05-25,1222.850102805,488.0954759208105,734.7546268841895
2024-05-26,706.103102775,243.3357554432774,462.7673473317226
2024-05-27,1220.106102795,275.6011215451738,944.5049812498262
2024-05-28,1562.50260273,566.5208762998491,995.981726430151
2024-05-29,72.23910272500001,353.6226315183309,281.38352879333087
2024-05-30,96.906102725,259.4055473865268,162.4994446615268
2024-05-31,80.79910272500001,-203.85152088128575,284.65062360628576
2024-06-01,1101.649102805,144.42761022890275,957.2214925760973
2024-06-02,783.359102775,193.1608994809845,590.1982032940155
2024-06-03,1876.18560258,464.4727546391457,1411.7128479408543
2024-06-04,301.69160274,707.9046965579889,406.2130938179889
2024-06-05,113.14510267500002,230.14373750563428,116.99863483063426
2024-06-06,101.174102725,163.54421904389457,62.370116318894574
2024-06-07,101.162102725,-436.82065848309264,537.9827612080926
2024-06-08,1024.333102785,-86.29762840358498,1110.6307311885848
2024-06-09,1372.400102495,-166.73927693449951,1539.1393794294995
2024-06-10,2096.723101925,472.50380177829993,1624.2193001466999
2024-06-11,2719.246102215,529.3463281540079,2189.899774060992
2024-06-12,120.488102675,864.3887951437875,743.9006924687876
2024-06-13,61.485102725,581.0083914574516,519.5232887324515
2024-06-14,5.12860272,29.665430172624866,24.536827452624866
2024-06-15,1557.662102825,64.29078469917505,1493.371318125825
2024-06-16,1214.693102815,24.21230518775124,1190.4807976272486
2024-06-17,240.50660274,553.4009448690955,312.8943421290955
2024-06-18,5.14060272,515.2152180470677,510.07461532706765
2024-06-19,63.607102725,-115.83215772316984,179.43926044816985
2024-06-20,5.18860272,-121.30142909254351,126.49003181254352
2024-06-21,66.898102725,-567.004450304023,633.902553029023
2024-06-22,579.038102765,-225.75989529169257,804.7979980566926
2024-06-23,64.413102725,-468.25439265783154,532.6674953828316
2024-06-24,6.58060272,-221.99035151415995,228.57095423415996
2024-06-25,5.08060272,165.62772434679337,160.54712162679337
2024-06-26,5.12860272,-78.30250977170282,83.43111249170282
2024-06-27,5.12860272,-122.23759421090395,127.36619693090395
2024-06-28,5.12860272,-325.9910733623624,331.1196760823624
2024-06-29,6.59260272,31.452838808099727,24.860236088099725
2024-06-30,8.16460272,54.67666572254532,46.512063002545325
2024-07-01,239.86060274,-50.610254355429575,290.47085709542955
2024-07-02,1471.371102835,131.18347201712865,1340.1876308178714
2024-07-03,72.431102725,280.56589258198755,208.13478985698754
2024-07-04,76.51910272500001,258.93320564924124,182.41410292424123
2024-07-05,5.41660272,-9.104551999287793,14.521154719287793
