,actual,predicted,residual
2024-01-01,9.657194387,9.914252,0.2570578941889643
2024-01-02,18.711236058,13.773947,4.93728929591504
2024-01-03,8.09260272,7.8661985,0.22640418026611364
2024-01-04,8.33260272,9.240255,0.9076526358349604
2024-01-05,6.60460272,7.192055,0.5874525053723145
2024-01-06,14.074600549,9.413547,4.661053986805175
2024-01-07,12.36715272,10.410124,1.9570288949267578
2024-01-08,10.463144387,10.362538,0.10060604929248029
2024-01-09,10.081094387,10.410124,0.3290294380732419
2024-01-10,5.32060272,8.323029,3.002425844453125
2024-01-11,5.32060272,8.43824,3.117637331269531
2024-01-12,5.36860272,7.0698133,1.7012105314953612
2024-01-13,9.357194387,9.298953,0.05824133066455062
2024-01-14,10.857194387,10.3510895,0.5061049094609373
2024-01-15,9.263144387,9.94834,0.6851960289545893
2024-01-16,9.263144387,10.021324,0.7581797707148432
2024-01-17,17.571236058,8.231136,9.340099735978516
2024-01-18,5.30860272,7.8429585,2.534355730317383
2024-01-19,6.50860272,7.215634,0.7070311491711427
2024-01-20,8.581094387,9.4821205,0.9010261269160154
2024-01-21,9.645194387,10.065512,0.42031731649121085
2024-01-22,9.657194387,10.105133,0.44793866964062445
2024-01-23,9.699044387,10.105133,0.4060886696406243
2024-01-24,6.496602719999999,8.970033,2.473429971955567
2024-01-25,5.440602719999999,6.6727138,1.23211103656128
2024-01-26,5.35660272,6.5876746,1.2310718977673343
2024-01-27,6.999044387,8.697282,1.6982374504633793
2024-01-28,9.699044387,9.243343,0.45570103372851634
2024-01-29,8.499044387,9.421807,0.9227629021235355
2024-01-30,9.657194387,9.077196,0.5799982657841802
2024-01-31,7.996602719999999,7.8380504,0.15855235455200134
2024-02-01,7.996602719999999,6.6529837,1.3436190545336908
2024-02-02,5.30860272,6.3975415,1.0889388029797367
2024-02-03,8.157194387,7.645324,0.5118701568059087
2024-02-04,14.357639149,9.42758,4.930059269239258
2024-02-05,12.40900272,10.028848,2.3801550256030275
2024-02-06,9.657194387,10.303504,0.6463096031733393
2024-02-07,13.167889549,8.912931,4.254958106739258
2024-02-08,9.22090272,7.643753,1.5771496682421873
2024-02-09,5.33260272,6.9973083,1.6647055342419437
2024-02-10,6.73660272,8.660497,1.9238939917309574
2024-02-11,8.881094387,9.735788,0.8546939583369149
2024-02-12,8.22460272,9.914252,1.6896495611889648
2024-02-13,8.22460272,9.733818,1.5092153341992187
2024-02-14,6.90460272,9.244997,2.340394304536133
2024-02-15,6.79660272,7.6570497,0.8604469359143065
2024-02-16,6.68860272,5.83269,0.855912957884521
2024-02-17,9.12460272,7.3439894,1.7806133477465824
2024-02-18,9.657194387,9.404023,0.25317121652880914
2024-02-19,9.42460272,9.643023,0.218419817231446
2024-02-20,8.23660272,9.646324,1.4097214377148433
2024-02-21,5.47660272,7.290026,1.8134234678967287
2024-02-22,6.544602719999999,7.1230397,0.5784370024426275
2024-02-23,5.26060272,6.5253377,1.2647349760754398
2024-02-24,7.92460272,8.035209,0.11060598208740213
2024-02-25,8.21260272,8.852122,0.6395195868237309
2024-02-26,9.657194387,8.532511,1.1246836295537115
2024-02-27,10.081094387,9.147151,0.9339433936528323
2024-02-28,5.26060272,7.274935,2.014332048676758
2024-02-29,5.30860272,7.248875,1.9402724211437992
2024-03-01,5.26060272,6.4974265,1.2368237898571781
2024-03-02,7.91260272,7.8025374,0.11006527874633765
2024-03-03,9.699044387,9.090588,0.6084567710332038
2024-03-04,9.40060272,9.93493,0.534327127717285
2024-03-05,9.43660272,9.421807,0.014795430876464621
2024-03-06,5.23660272,7.01205,1.7754474318249516
2024-03-07,6.43660272,6.5355287,0.09892593982055686
2024-03-08,5.23660272,6.075581,0.8389783537609867
2024-03-09,6.68860272,7.305894,0.6172911780102543
2024-03-10,8.18860272,8.806507,0.6179043905957027
2024-03-11,8.356801456,8.843877,0.48707538268408257
2024-03-12,9.38860272,9.049959,0.3386435372607419
2024-03-13,5.23660272,6.3084817,1.0718789732678227
2024-03-14,5.23660272,6.4942565,1.2576537764294438
2024-03-15,5.22460272,5.9082456,0.68364284350708
2024-03-16,7.87660272,7.168133,0.7084699380175783
2024-03-17,9.37660272,8.634943,0.7416597115771477
2024-03-18,9.37660272,9.073583,0.30302007076904225
2024-03-19,9.38860272,9.413563,0.02496005465820339
2024-03-20,6.72460272,6.244877,0.4797258584277344
2024-03-21,7.92460272,5.83269,2.0919129578845217
2024-03-22,6.42460272,5.9518847,0.47271797344848654
2024-03-23,6.67660272,7.2917643,0.6151615393383789
2024-03-24,9.38860272,8.423763,0.9648394448535154
2024-03-25,9.36460272,9.039062,0.325541173674317
2024-03-26,8.16460272,9.204493,1.039889848969727
2024-03-27,5.21260272,6.4007106,1.1881078627331547
2024-03-28,6.41260272,6.574646,0.16204327609375024
2024-03-29,6.41260272,6.355096,0.0575068566577146
2024-03-30,6.67660272,7.009877,0.33327448489501954
2024-03-31,9.36460272,8.526856,0.8377462975756842
2024-04-01,9.38860272,9.142157,0.2464461190478513
2024-04-02,8.16460272,8.933223,0.7686200506909184
2024-04-03,5.22460272,6.167789,0.9431862623913574
2024-04-04,6.41260272,6.708185,0.2955824759228518
2024-04-05,5.21260272,6.355096,1.1424931433422856
2024-04-06,6.65260272,6.847346,0.1947431090100098
2024-04-07,9.36460272,8.526856,0.8377462975756842
2024-04-08,9.35260272,9.142157,0.2104461190478517
2024-04-09,8.152602719999999,8.767792,0.6151890280468759
2024-04-10,6.40060272,5.8146996,0.5859030701892092
2024-04-11,5.21260272,6.355096,1.1424931433422856
2024-04-12,5.20060272,5.769085,0.5684822104199219
2024-04-13,6.65260272,7.009877,0.35727448489501956
2024-04-14,9.35260272,8.526856,0.8257462975756837
2024-04-15,9.36460272,9.142157,0.22244611904785216
2024-04-16,8.17660272,8.48224,0.3056370032055664
2024-04-17,6.40060272,6.539871,0.1392684958203123
2024-04-18,5.20060272,6.070777,0.8701742193920898
2024-04-19,6.38860272,5.769085,0.6195177895800779
2024-04-20,6.66460272,6.847346,0.18274310901000934
2024-04-21,9.34060272,8.526856,0.8137462975756833
2024-04-22,8.14060272,9.142157,1.001553880952148
2024-04-23,8.152602719999999,8.19811,0.04550690677002045
2024-04-24,6.70060272,6.4007106,0.2998921372668457
2024-04-25,7.90060272,5.769085,2.1315177895800783
2024-04-26,5.20060272,6.4007106,1.2001078627331543
2024-04-27,7.85260272,6.847346,1.0052568909899904
2024-04-28,9.34060272,8.572472,0.7681311013476559
2024-04-29,8.152602719999999,8.64767,0.4950670721752939
2024-04-30,8.12860272,7.9879837,0.1406190163867187
2024-05-01,5.18860272,6.4007106,1.2121078627331547
2024-05-02,6.42460272,6.574646,0.1500432760937498
2024-05-03,5.17660272,5.769085,0.5924822104199219
2024-05-04,7.86460272,7.066896,0.7977067582385251
2024-05-05,9.35260272,8.572472,0.7801311013476564
2024-05-06,8.16460272,8.48224,0.31763700320556687
2024-05-07,9.32860272,7.9879837,1.340619016386718
2024-05-08,6.67660272,6.422727,0.253875611998291
2024-05-09,7.87660272,6.708185,1.1684175240771486
2024-05-10,5.17660272,5.8146996,0.638096929810791
2024-05-11,6.61660272,7.066896,0.45029324176147423
2024-05-12,8.12860272,8.526856,0.39825370242431646
2024-05-13,8.11660272,8.19811,0.08150690677002004
2024-05-14,9.32860272,8.4070425,0.9215602166430656
2024-05-15,7.90060272,6.8962493,1.0043534257189943
2024-05-16,6.66460272,6.6202607,0.044342004515381284
2024-05-17,5.23660272,5.769085,0.5324822104199223
2024-05-18,7.82860272,6.847346,0.9812568909899904
2024-05-19,8.11660272,8.153414,0.03681105258300832
2024-05-20,9.30460272,7.9879837,1.3166190163867189
2024-05-21,8.16460272,9.142157,0.9775538809521489
2024-05-22,7.85260272,7.1125107,0.7400920388476564
2024-05-23,5.16460272,7.055492,1.8908892042858882
2024-05-24,6.43660272,5.769085,0.6675177895800779
2024-05-25,7.80460272,7.0637975,0.7408052460925294
2024-05-26,8.11660272,7.9879837,0.12861901638671824
2024-05-27,9.35260272,8.4070425,0.9455602166430666
2024-05-28,9.35260272,8.933223,0.4193799493090822
2024-05-29,7.87660272,7.2936497,0.5829530465380861
2024-05-30,7.86460272,6.167789,1.6968137376086423
2024-05-31,6.35260272,6.4630475,0.11044478442504868
2024-06-01,6.65260272,7.2917643,0.6391615393383789
2024-06-02,8.11660272,7.942369,0.17423373577758738
2024-06-03,8.09260272,8.572472,0.4798688986523434
2024-06-04,8.11660272,8.4070425,0.2904397833569341
2024-06-05,6.80860272,7.1125107,0.3039079611523441
2024-06-06,6.34060272,6.876338,0.5357352850659183
2024-06-07,352.333602675,6.355096,345.9785068116577
2024-06-08,7.79260272,7.8661985,0.07359581973388707
2024-06-09,9.28060272,8.671842,0.6087610986010734
2024-06-10,9.32860272,8.947144,0.38145916531249924
2024-06-11,9.29260272,9.33153,0.03892689730957066
2024-06-12,5.14060272,7.9234447,2.7828420279248043
2024-06-13,5.15260272,7.57584,2.4232372763378907
2024-06-14,5.12860272,7.981101,2.8524983160717774
2024-06-15,6.64060272,7.2294273,0.588824617646484
2024-06-16,9.30460272,8.292853,1.0117493645922853
2024-06-17,8.09260272,8.976726,0.8841228583081051
2024-06-18,9.34060272,8.338469,1.0021341683642575
2024-06-19,6.32860272,6.3965554,0.06795270373657214
2024-06-20,6.38860272,5.516777,0.871825681425781
2024-06-21,5.20060272,6.045723,0.8451202414257812
2024-06-22,7.79260272,7.009877,0.7827255151049801
2024-06-23,9.28060272,8.4070425,0.8735602166430656
2024-06-24,8.08060272,8.263286,0.18268291690185556
2024-06-25,9.28060272,8.4070425,0.8735602166430656
2024-06-26,6.62860272,7.1223855,0.4937827818615723
2024-06-27,6.62860272,6.656788,0.028185152314453177
2024-06-28,5.12860272,5.516777,0.3881743185742188
2024-06-29,6.59260272,7.066896,0.47429324176147425
2024-06-30,8.16460272,8.2208805,0.056277788422852026
2024-07-01,8.09260272,7.4508986,0.6417040726916508
2024-07-02,9.31660272,8.503898,0.8127050530688482
2024-07-03,6.56860272,6.735923,0.167320093415527
2024-07-04,5.16460272,5.8937626,0.7291598685009761
2024-07-05,5.41660272,5.9767246,0.5601219046337889
2024-07-06,6.58060272,7.009877,0.4292744848950196
2024-07-07,9.34060272,8.152494,1.1881082894580075
2024-07-08,8.11660272,7.8580747,0.2585280549304194
2024-07-09,9.36460272,8.4070425,0.957560216643067
2024-07-10,6.66460272,7.0740995,0.4094968207104488
2024-07-11,7.84060272,5.8698664,1.9707363488452145
2024-07-12,6.55660272,5.634232,0.9223706757800292
2024-07-13,6.58060272,6.681716,0.10111324527099619
2024-07-14,8.11660272,8.361427,0.24482458712890676
2024-07-15,9.35260272,7.829728,1.5228745934741212
2024-07-16,9.31660272,9.142157,0.17444611904785212
2024-07-17,6.38860272,6.8962493,0.5076465742810061
2024-07-18,5.14060272,6.574646,1.4340432760937496
2024-07-19,6.34060272,6.355096,0.014493143342285464
2024-07-20,6.59260272,6.656788,0.06418515231445276
2024-07-21,8.104602719999999,8.107799,0.00319585635498143
2024-07-22,9.30460272,8.248788,1.0558148400561524
2024-07-23,8.11660272,9.142157,1.025553880952149
2024-07-24,5.15260272,6.8929605,1.740357828400879
2024-07-25,6.472602719999999,6.261335,0.21126782391235288
2024-07-26,5.26060272,6.355096,1.0944931433422855
2024-07-27,7.87660272,6.4187007,1.4579020249621584
2024-07-28,8.104602719999999,7.9879837,0.11661901638671779
2024-07-29,8.104602719999999,8.414215,0.30961236789062596
2024-07-30,8.104602719999999,8.153414,0.048811052583008774
2024-07-31,6.70060272,5.8783045,0.8222982384936524
2024-08-01,6.79660272,6.355096,0.44150685665771494
2024-08-02,5.16460272,5.769085,0.6044822104199215
2024-08-03,7.87660272,6.8257103,1.0508924233691408
2024-08-04,8.11660272,7.9879837,0.12861901638671824
2024-08-05,8.104602719999999,8.153414,0.048811052583008774
2024-08-06,9.31660272,7.9879837,1.3286190163867193
2024-08-07,6.66460272,6.959854,0.2952514059765621
2024-08-08,5.16460272,6.656788,1.4921851523144527
2024-08-09,5.16460272,5.83269,0.6680870421154781
2024-08-10,6.61660272,6.99134,0.37473744036987267
2024-08-11,9.31660272,7.942369,1.3742337357775884
2024-08-12,8.11660272,8.48224,0.3656370032055669
2024-08-13,9.37660272,8.4070425,0.9695602166430657
2024-08-14,8.008602719999999,7.0740995,0.9345031792895497
2024-08-15,6.67660272,6.167789,0.5088137376086426
2024-08-16,5.33260272,5.769085,0.4364822104199222
2024-08-17,6.67660272,6.77179,0.09518730761840821
2024-08-18,9.32860272,8.361427,0.967175412871093
2024-08-19,9.32860272,8.48224,0.8463629967944328
2024-08-20,9.37660272,9.142157,0.23444611904785084
2024-08-21,6.67660272,7.2936497,0.6170469534619141
2024-08-22,7.90060272,6.355096,1.545506856657715
2024-08-23,6.46060272,5.8146996,0.6459030701892088
2024-08-24,6.67660272,6.8442473,0.16764462115600587
2024-08-25,8.14060272,8.526856,0.386253702424316
2024-08-26,9.34060272,8.4070425,0.9335602166430661
2024-08-27,9.34060272,9.142157,0.19844611904785125
2024-08-28,7.90060272,7.1377044,0.7628983475939943
2024-08-29,6.72460272,7.1125107,0.3879079611523437
2024-08-30,6.43660272,6.355096,0.08150685665771462
2024-08-31,6.66460272,7.009877,0.3452744848950191
2024-09-01,9.35260272,8.107799,1.2448041436450197
2024-09-02,8.17660272,9.142157,0.9655538809521484
2024-09-03,8.17660272,8.572472,0.39586889865234376
2024-09-04,5.27260272,7.1125107,1.8399079611523437
2024-09-05,5.24860272,6.708185,1.4595824759228515
2024-09-06,5.21260272,6.355096,1.1424931433422856
2024-09-07,6.66460272,6.847346,0.18274310901000934
2024-09-08,8.16460272,8.361427,0.19682458712890671
2024-09-09,8.21260272,8.363539,0.1509360220654301
2024-09-10,9.37660272,8.363539,1.0130639779345696
2024-09-11,7.91260272,6.6488633,1.2637394044177244
2024-09-12,6.42460272,6.3069496,0.11765310452148459
2024-09-13,6.43660272,5.769085,0.6675177895800779
2024-09-14,6.67660272,6.847346,0.17074310901000977
2024-09-15,8.17660272,8.317924,0.14132082583740235
2024-09-16,9.37660272,8.338469,1.038134168364257
2024-09-17,8.18860272,8.976726,0.788122858308105
2024-09-18,7.92460272,6.7594213,1.1651813714282229
2024-09-19,5.23660272,6.7024026,1.4657998717053227
2024-09-20,5.23660272,6.355096,1.1184931433422856
2024-09-21,6.67660272,6.847346,0.17074310901000977
2024-09-22,8.17660272,8.152494,0.024108289458007803
2024-09-23,8.20060272,8.4070425,0.20643978335693447
2024-09-24,9.37660272,8.363539,1.0130639779345696
2024-09-25,6.82060272,7.519786,0.6991831610424804
2024-09-26,8.00860272,5.9082456,2.1003571564929207
2024-09-27,5.30860272,5.8146996,0.5060969298107914
2024-09-28,6.67660272,6.847346,0.17074310901000977
2024-09-29,9.37660272,8.152494,1.224108289458007
2024-09-30,9.38860272,9.073583,0.3150200707690427
2024-10-01,9.40060272,8.976726,0.4238771416918947
2024-10-02,8.008602719999999,7.0740995,0.9345031792895497
2024-10-03,5.28460272,6.6825976,1.397994917176514
2024-10-04,5.26060272,5.769085,0.5084822104199223
2024-10-05,6.67660272,6.847346,0.17074310901000977
2024-10-06,9.37660272,8.361427,1.015175412871093
2024-10-07,9.37660272,8.976726,0.3998771416918938
2024-10-08,8.18860272,9.142157,0.953553880952148
2024-10-09,6.89260272,7.5904427,0.6978399374707029
2024-10-10,7.99660272,6.1221743,1.874428456999512
2024-10-11,5.29660272,5.8146996,0.5180969298107909
2024-10-12,7.90060272,6.847346,1.0532568909899904
2024-10-13,8.17660272,8.572472,0.39586889865234376
2024-10-14,8.18860272,8.572472,0.3838688986523433
2024-10-15,8.499044387,8.363539,0.13550564493456996
2024-10-16,6.78460272,7.2042804,0.41967765643432653
2024-10-17,5.30860272,6.574646,1.2660432760937503
2024-10-18,5.34460272,5.769085,0.42448221041992173
2024-10-19,7.94860272,7.066896,0.8817067582385256
2024-10-20,9.40060272,8.363539,1.0370639779345705
2024-10-21,9.657194387,8.933223,0.7239716163090826
2024-10-22,9.40060272,9.147151,0.2534517266528322
2024-10-23,6.496602719999999,7.3767023,0.8800995886547858
2024-10-24,5.29660272,6.7991185,1.5025157988293456
2024-10-25,5.29660272,6.075581,0.7789783537609862
2024-10-26,7.90060272,7.305894,0.5947088219897463
2024-10-27,9.657194387,8.646041,1.0111534705571295
2024-10-28,8.299963857,9.421807,1.1218434321235353
2024-10-29,9.41260272,8.646041,0.7665618035571296
