,trend,"s(1,7)","s(2,7)","s(3,7)","s(4,7)","s(5,7)","s(6,7)","s(7,7)","sin(1,freq=YE-DEC)","cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)",lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_12,lag_13,lag_14,lag_15,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,is_weekend,is_holiday
2004-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427649551.549488,515673857.3097983,461363969.5166705,310299014.2185716,-75297396.12233807,-370925975.2906956,-29869572.957769163,550507699.845112,694498243.4729867,711380247.9880528,1070073000.673687,1437151817.4691174,176984778.31767508,568834529.6260446,901024103.6950097,337349606.67684954,-370925975.2906956,515673857.3097983,1,0
2004-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89347998.51807526,427649551.549488,515673857.3097983,461363969.5166705,310299014.2185716,-75297396.12233807,-370925975.2906956,-29869572.957769163,1017311884.9221194,694498243.4729867,711380247.9880528,1070073000.673687,168487860.38048849,486018743.96949023,851544719.640648,344109378.159665,-370925975.2906956,515673857.3097983,0,0
2004-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365668222.9784782,-89347998.51807526,427649551.549488,515673857.3097983,461363969.5166705,310299014.2185716,-75297396.12233807,-370925975.2906956,1328794224.1180222,1017311884.9221194,694498243.4729867,711380247.9880528,169238967.85366243,409086710.3290237,793490586.3285958,342738741.8436542,-365668222.9784782,515673857.3097983,0,0
2004-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215746830.9964845,-365668222.9784782,-89347998.51807526,427649551.549488,515673857.3097983,461363969.5166705,310299014.2185716,-75297396.12233807,1352224665.5209198,1328794224.1180222,1017311884.9221194,694498243.4729867,210816714.5849228,374890180.86641645,765119934.6222975,325341629.6316315,-365668222.9784782,515673857.3097983,0,0
2004-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563639881.6400805,215746830.9964845,-365668222.9784782,-89347998.51807526,427649551.549488,515673857.3097983,461363969.5166705,310299014.2185716,550507699.845112,1352224665.5209198,1328794224.1180222,1017311884.9221194,247008267.07370976,342485037.77484226,759647318.1870651,351307490.14640236,-365668222.9784782,563639881.6400805,0,0
2004-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522365602.17812735,563639881.6400805,215746830.9964845,-365668222.9784782,-89347998.51807526,427649551.549488,515673857.3097983,461363969.5166705,-29869572.957769163,550507699.845112,1352224665.5209198,1328794224.1180222,255722786.02534646,284882993.350564,753567338.546795,358199993.1927857,-365668222.9784782,563639881.6400805,0,0
2004-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583523212.4599929,522365602.17812735,563639881.6400805,215746830.9964845,-365668222.9784782,-89347998.51807526,427649551.549488,515673857.3097983,-370925975.2906956,-29869572.957769163,550507699.845112,1352224665.5209198,265415551.0468028,229975746.70335498,737267490.1654301,367211184.241517,-365668222.9784782,583523212.4599929,1,0
2004-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357729075.83913887,583523212.4599929,522365602.17812735,563639881.6400805,215746830.9964845,-365668222.9784782,-89347998.51807526,427649551.549488,-75297396.12233807,-370925975.2906956,-29869572.957769163,550507699.845112,255426911.65961006,216205844.9886426,696342639.6134347,362989400.33082056,-365668222.9784782,583523212.4599929,1,0
2004-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10702718.808141464,357729075.83913887,583523212.4599929,522365602.17812735,563639881.6400805,215746830.9964845,-365668222.9784782,-89347998.51807526,310299014.2185716,-75297396.12233807,-370925975.2906956,-29869572.957769163,269719871.277641,219103865.8290648,640716375.4349645,348845237.78017616,-365668222.9784782,583523212.4599929,0,0
2004-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-169570588.65360352,10702718.808141464,357729075.83913887,583523212.4599929,522365602.17812735,563639881.6400805,215746830.9964845,-365668222.9784782,461363969.5166705,310299014.2185716,-75297396.12233807,-370925975.2906956,297733819.03833747,233486393.44599992,582574826.2900555,292666650.1077221,-169570588.65360352,583523212.4599929,0,0
2004-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116841936.76433492,-169570588.65360352,10702718.808141464,357729075.83913887,583523212.4599929,522365602.17812735,563639881.6400805,215746830.9964845,515673857.3097983,461363969.5166705,310299014.2185716,-75297396.12233807,283604548.4337446,247210631.5093337,552044573.5811847,299590042.49178755,-169570588.65360352,583523212.4599929,0,0
2004-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512384450.97752726,116841936.76433492,-169570588.65360352,10702718.808141464,357729075.83913887,583523212.4599929,522365602.17812735,563639881.6400805,427649551.549488,515673857.3097983,461363969.5166705,310299014.2185716,276282344.0533799,261645305.5635448,545632801.4214168,292138755.4417793,-169570588.65360352,583523212.4599929,0,0
2004-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582770149.0193644,512384450.97752726,116841936.76433492,-169570588.65360352,10702718.808141464,357729075.83913887,583523212.4599929,522365602.17812735,-89347998.51807526,427649551.549488,515673857.3097983,461363969.5166705,284911565.03069943,270317175.52802294,541754753.3712094,301365468.89872193,-169570588.65360352,583523212.4599929,0,0
2004-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544647157.2499895,582770149.0193644,512384450.97752726,116841936.76433492,-169570588.65360352,10702718.808141464,357729075.83913887,583523212.4599929,-365668222.9784782,-89347998.51807526,427649551.549488,515673857.3097983,279357842.85784185,272386696.95232236,525347086.6190716,295241322.23841757,-169570588.65360352,582770149.0193644,1,0
2004-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471287415.4451572,544647157.2499895,582770149.0193644,512384450.97752726,116841936.76433492,-169570588.65360352,10702718.808141464,357729075.83913887,215746830.9964845,-365668222.9784782,-89347998.51807526,427649551.549488,295580462.8015587,275503687.23058444,493537668.0793432,303275816.991785,-169570588.65360352,582770149.0193644,1,0
2004-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144286523.52205077,471287415.4451572,544647157.2499895,582770149.0193644,512384450.97752726,116841936.76433492,-169570588.65360352,10702718.808141464,563639881.6400805,215746830.9964845,-365668222.9784782,-89347998.51807526,314663863.47497433,292191867.3763077,446739112.56613255,286077676.1660214,-169570588.65360352,582770149.0193644,0,0
2004-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-295176358.71202403,144286523.52205077,471287415.4451572,544647157.2499895,582770149.0193644,512384450.97752726,116841936.76433492,-169570588.65360352,522365602.17812735,563639881.6400805,215746830.9964845,-365668222.9784782,296720182.03805715,297227000.5381973,388994840.0267611,323061109.5049878,-295176358.71202403,582770149.0193644,0,0
2004-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-312550104.4391705,-295176358.71202403,144286523.52205077,471287415.4451572,544647157.2499895,582770149.0193644,512384450.97752726,116841936.76433492,583523212.4599929,522365602.17812735,563639881.6400805,215746830.9964845,235378461.86612776,259491505.14993623,342907403.18966585,395542946.5248351,-312550104.4391705,582770149.0193644,0,0
2004-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65382721.99940088,-312550104.4391705,-295176358.71202403,144286523.52205077,471287415.4451572,544647157.2499895,582770149.0193644,512384450.97752726,357729075.83913887,583523212.4599929,522365602.17812735,563639881.6400805,171521072.01210976,223901708.03274482,321374152.3233775,379110187.4059318,-312550104.4391705,582770149.0193644,0,0
2004-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317625780.1827147,65382721.99940088,-312550104.4391705,-295176358.71202403,144286523.52205077,471287415.4451572,544647157.2499895,582770149.0193644,10702718.808141464,357729075.83913887,583523212.4599929,522365602.17812735,133643305.0354455,209277435.0330725,308811736.88036835,342667212.4579212,-312550104.4391705,544647157.2499895,0,0
2004-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302490490.09774685,317625780.1827147,65382721.99940088,-312550104.4391705,-295176358.71202403,144286523.52205077,471287415.4451572,544647157.2499895,-169570588.65360352,10702718.808141464,357729075.83913887,583523212.4599929,99049495.44226798,189203669.15005493,284984357.05288935,304338899.5552975,-312550104.4391705,471287415.4451572,1,0
2004-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637745784.974064,302490490.09774685,317625780.1827147,65382721.99940088,-312550104.4391705,-295176358.71202403,144286523.52205077,471287415.4451572,116841936.76433492,-169570588.65360352,10702718.808141464,357729075.83913887,122829262.5178261,209204862.65969244,261949409.0814241,342395306.79884475,-312550104.4391705,637745784.974064,1,0
2004-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190330402.30173495,637745784.974064,302490490.09774685,317625780.1827147,65382721.99940088,-312550104.4391705,-295176358.71202403,144286523.52205077,512384450.97752726,116841936.76433492,-169570588.65360352,10702718.808141464,129406959.48635241,222035411.48066336,223219600.30745125,343317249.7481266,-312550104.4391705,637745784.974064,0,0
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-427279435.93717,190330402.30173495,637745784.974064,302490490.09774685,317625780.1827147,65382721.99940088,-312550104.4391705,-295176358.71202403,582770149.0193644,512384450.97752726,116841936.76433492,-169570588.65360352,110535091.31133154,203627636.67469433,190626695.78137514,372902158.91618,-427279435.93717,637745784.974064,0,0
2004-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25441948.2610625,-427279435.93717,190330402.30173495,637745784.974064,302490490.09774685,317625780.1827147,65382721.99940088,-312550104.4391705,544647157.2499895,582770149.0193644,512384450.97752726,116841936.76433492,151550542.19391838,193464502.0300231,190774283.2712654,332176891.30341566,-427279435.93717,637745784.974064,0,0
2004-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589810304.6931571,-25441948.2610625,-427279435.93717,190330402.30173495,637745784.974064,302490490.09774685,317625780.1827147,65382721.99940088,471287415.4451572,544647157.2499895,582770149.0193644,512384450.97752726,226468768.29302645,198994920.15256807,222798825.9373938,366834764.0450589,-427279435.93717,637745784.974064,0,0
2004-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607505592.7067904,589810304.6931571,-25441948.2610625,-427279435.93717,190330402.30173495,637745784.974064,302490490.09774685,317625780.1827147,144286523.52205077,471287415.4451572,544647157.2499895,582770149.0193644,267880170.08218008,200761737.5588128,245558925.56503144,394183036.1705155,-427279435.93717,637745784.974064,0,0
2004-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539957811.8724275,607505592.7067904,589810304.6931571,-25441948.2610625,-427279435.93717,190330402.30173495,637745784.974064,302490490.09774685,-295176358.71202403,144286523.52205077,471287415.4451572,544647157.2499895,301804073.19284874,200426784.31755838,253214218.82015994,407646527.13725007,-427279435.93717,637745784.974064,1,0
2004-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406413437.9940038,539957811.8724275,607505592.7067904,589810304.6931571,-25441948.2610625,-427279435.93717,190330402.30173495,637745784.974064,-312550104.4391705,-295176358.71202403,144286523.52205077,471287415.4451572,268756595.0528402,195792928.78533313,251382534.43607107,384598379.5537173,-427279435.93717,607505592.7067904,1,0
2004-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39986646.85495183,406413437.9940038,539957811.8724275,607505592.7067904,589810304.6931571,-25441948.2610625,-427279435.93717,190330402.30173495,65382721.99940088,-312550104.4391705,-295176358.71202403,144286523.52205077,247278915.7032997,188342937.59482604,235526294.08757618,393795942.8962776,-427279435.93717,607505592.7067904,0,0
2004-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-441843490.5809229,39986646.85495183,406413437.9940038,539957811.8724275,607505592.7067904,589810304.6931571,-25441948.2610625,-427279435.93717,317625780.1827147,65382721.99940088,-312550104.4391705,-295176358.71202403,245198336.4684779,177866713.8899047,206543192.68322915,397970243.28769284,-441843490.5809229,607505592.7067904,0,0
2004-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20706099.763999168,-441843490.5809229,39986646.85495183,406413437.9940038,539957811.8724275,607505592.7067904,589810304.6931571,-25441948.2610625,302490490.09774685,317625780.1827147,65382721.99940088,-312550104.4391705,251790914.75777242,201670728.4758454,210211662.62596497,393092070.058526,-441843490.5809229,607505592.7067904,0,0
2004-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430575629.5848047,20706099.763999168,-441843490.5809229,39986646.85495183,406413437.9940038,539957811.8724275,607505592.7067904,589810304.6931571,637745784.974064,302490490.09774685,317625780.1827147,65382721.99940088,229043104.02800778,227755936.16051713,236753124.37807438,374435770.92515594,-441843490.5809229,607505592.7067904,0,0
2004-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419075054.5336651,430575629.5848047,20706099.763999168,-441843490.5809229,39986646.85495183,406413437.9940038,539957811.8724275,607505592.7067904,190330402.30173495,637745784.974064,302490490.09774685,317625780.1827147,202124455.7175613,235002312.8998707,243530731.82931373,348573012.62382865,-441843490.5809229,539957811.8724275,0,0
2004-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386577127.8444991,419075054.5336651,430575629.5848047,20706099.763999168,-441843490.5809229,39986646.85495183,406413437.9940038,539957811.8724275,-427279435.93717,190330402.30173495,637745784.974064,302490490.09774685,180212929.42785725,241008501.310353,237628640.0361277,328011554.0676899,-441843490.5809229,430575629.5848047,1,0
2004-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621574494.6321484,386577127.8444991,419075054.5336651,430575629.5848047,20706099.763999168,-441843490.5809229,39986646.85495183,406413437.9940038,-25441948.2610625,-427279435.93717,190330402.30173495,637745784.974064,210950223.23330647,239853409.14307332,240935603.1179284,361148485.1973465,-441843490.5809229,621574494.6321484,1,0
2004-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203821532.1985426,621574494.6321484,386577127.8444991,419075054.5336651,430575629.5848047,20706099.763999168,-441843490.5809229,39986646.85495183,589810304.6931571,-25441948.2610625,-427279435.93717,190330402.30173495,234355206.85381943,240817061.2785596,228278880.44254673,353448980.5572805,-441843490.5809229,621574494.6321484,0,0
2004-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-369449936.1341051,203821532.1985426,621574494.6321484,386577127.8444991,419075054.5336651,430575629.5848047,20706099.763999168,-441843490.5809229,607505592.7067904,589810304.6931571,-25441948.2610625,-427279435.93717,244697143.20336485,244947739.83592135,204039580.04343858,330692297.5355148,-369449936.1341051,621574494.6321484,0,0
2004-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20609735.78407207,-369449936.1341051,203821532.1985426,621574494.6321484,386577127.8444991,419075054.5336651,430575629.5848047,20706099.763999168,539957811.8724275,607505592.7067904,589810304.6931571,-25441948.2610625,238794880.98221183,245292897.8699921,202995831.55703148,335687421.44481486,-369449936.1341051,621574494.6321484,0,0
2004-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537844804.6147567,-20609735.78407207,-369449936.1341051,203821532.1985426,621574494.6321484,386577127.8444991,419075054.5336651,430575629.5848047,406413437.9940038,539957811.8724275,607505592.7067904,589810304.6931571,254119048.8436335,241581076.43582064,226576344.66597682,348119581.9310652,-369449936.1341051,621574494.6321484,0,0
2004-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554221624.6070676,537844804.6147567,-20609735.78407207,-369449936.1341051,203821532.1985426,621574494.6321484,386577127.8444991,419075054.5336651,39986646.85495183,406413437.9940038,539957811.8724275,607505592.7067904,273425701.7112624,237775078.71441188,241155667.59406793,362253434.35113174,-369449936.1341051,621574494.6321484,0,0
2004-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512241746.8423356,554221624.6070676,537844804.6147567,-20609735.78407207,-369449936.1341051,203821532.1985426,621574494.6321484,386577127.8444991,-441843490.5809229,39986646.85495183,406413437.9940038,539957811.8724275,291377790.1395248,235795359.78369102,241150910.78956154,371783812.6336879,-369449936.1341051,621574494.6321484,1,0
2004-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556592569.0875195,512241746.8423356,554221624.6070676,537844804.6147567,-20609735.78407207,-369449936.1341051,203821532.1985426,621574494.6321484,20706099.763999168,-441843490.5809229,39986646.85495183,406413437.9940038,282094657.9188636,246522440.57608503,240278324.79183334,362869351.95432425,-369449936.1341051,556592569.0875195,1,0
2004-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61947257.65002013,556592569.0875195,512241746.8423356,554221624.6070676,537844804.6147567,-20609735.78407207,-369449936.1341051,203821532.1985426,430575629.5848047,20706099.763999168,-441843490.5809229,39986646.85495183,261826904.41193178,248091055.63287562,224188328.13850105,371821579.59969723,-369449936.1341051,556592569.0875195,0,0
2004-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-178730643.62819225,61947257.65002013,556592569.0875195,512241746.8423356,554221624.6070676,537844804.6147567,-20609735.78407207,-369449936.1341051,419075054.5336651,430575629.5848047,20706099.763999168,-441843490.5809229,289072517.6270622,266884830.41521353,202521059.50272274,321427016.59556276,-178730643.62819225,556592569.0875195,0,0
2004-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67334540.34959309,-178730643.62819225,61947257.65002013,556592569.0875195,512241746.8423356,554221624.6070676,537844804.6147567,-20609735.78407207,386577127.8444991,419075054.5336651,430575629.5848047,20706099.763999168,301635985.6461572,270215433.3141845,199955993.39697412,308774920.5526531,-178730643.62819225,556592569.0875195,0,0
2004-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448047430.8752458,67334540.34959309,-178730643.62819225,61947257.65002013,556592569.0875195,512241746.8423356,554221624.6070676,537844804.6147567,621574494.6321484,386577127.8444991,419075054.5336651,430575629.5848047,288807789.39765567,271463419.12064457,224730119.7165498,299037755.7478827,-178730643.62819225,556592569.0875195,0,0
2004-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452959110.37233657,448047430.8752458,67334540.34959309,-178730643.62819225,61947257.65002013,556592569.0875195,512241746.8423356,554221624.6070676,203821532.1985426,621574494.6321484,386577127.8444991,419075054.5336651,274341715.9355512,273883708.8234068,250247093.54360002,286233516.9821046,-178730643.62819225,556592569.0875195,0,0
2004-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534492971.0536746,452959110.37233657,448047430.8752458,67334540.34959309,-178730643.62819225,61947257.65002013,556592569.0875195,512241746.8423356,-369449936.1341051,203821532.1985426,621574494.6321484,386577127.8444991,277520462.2514568,284449126.1954908,265884101.84540913,289421629.3750833,-178730643.62819225,556592569.0875195,1,0
2004-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508704885.85690254,534492971.0536746,452959110.37233657,448047430.8752458,67334540.34959309,-178730643.62819225,61947257.65002013,556592569.0875195,-20609735.78407207,-369449936.1341051,203821532.1985426,621574494.6321484,270679364.6470829,276387011.28297323,272253405.3678821,282201662.4949859,-178730643.62819225,534492971.0536746,1,0
2004-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107135482.6907006,508704885.85690254,534492971.0536746,452959110.37233657,448047430.8752458,67334540.34959309,-178730643.62819225,61947257.65002013,537844804.6147567,-20609735.78407207,-369449936.1341051,203821532.1985426,277134825.3671801,269480864.889556,265741571.78764722,277101806.77618974,-178730643.62819225,534492971.0536746,0,0
2004-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-441951630.2852824,107135482.6907006,508704885.85690254,534492971.0536746,452959110.37233657,448047430.8752458,67334540.34959309,-178730643.62819225,554221624.6070676,537844804.6147567,-20609735.78407207,-369449936.1341051,239531827.27331012,264302172.45018616,229751657.94566903,355922878.9435263,-441951630.2852824,534492971.0536746,0,0
2004-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200472740.40190384,-441951630.2852824,107135482.6907006,508704885.85690254,534492971.0536746,452959110.37233657,448047430.8752458,67334540.34959309,512241746.8423356,554221624.6070676,537844804.6147567,-20609735.78407207,258551570.13792592,280093777.89204156,230089735.8823413,348670815.8243186,-441951630.2852824,534492971.0536746,0,0
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568366462.0872988,200472740.40190384,-441951630.2852824,107135482.6907006,508704885.85690254,534492971.0536746,452959110.37233657,448047430.8752458,556592569.0875195,512241746.8423356,554221624.6070676,537844804.6147567,275740003.1682192,282273896.2829374,263277932.48315695,362269815.9457813,-441951630.2852824,568366462.0872988,0,0
2004-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123008983.3559551,568366462.0872988,200472740.40190384,-441951630.2852824,107135482.6907006,508704885.85690254,534492971.0536746,452959110.37233657,61947257.65002013,556592569.0875195,512241746.8423356,554221624.6070676,371461413.5944504,322901564.7650008,301559630.20372415,484726127.34831625,-441951630.2852824,1123008983.3559551,0,0
2004-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066881129.352672,1123008983.3559551,568366462.0872988,200472740.40190384,-441951630.2852824,107135482.6907006,508704885.85690254,534492971.0536746,-178730643.62819225,61947257.65002013,556592569.0875195,512241746.8423356,447516864.78002155,362518663.5157391,317461991.025708,551708676.4402869,-441951630.2852824,1123008983.3559551,1,0
2004-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012055065.051322,1066881129.352672,1123008983.3559551,568366462.0872988,200472740.40190384,-441951630.2852824,107135482.6907006,508704885.85690254,67334540.34959309,-178730643.62819225,61947257.65002013,556592569.0875195,519424033.23636717,395051698.94172496,330946973.4371923,592320254.2363027,-441951630.2852824,1123008983.3559551,1,0
2004-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638983006.9898634,1012055065.051322,1066881129.352672,1123008983.3559551,568366462.0872988,200472740.40190384,-441951630.2852824,107135482.6907006,448047430.8752458,67334540.34959309,-178730643.62819225,61947257.65002013,595402250.9933904,436268538.1802853,334247813.2744402,564057233.1703227,-441951630.2852824,1123008983.3559551,0,0
2004-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054639164.222724,638983006.9898634,1012055065.051322,1066881129.352672,1123008983.3559551,568366462.0872988,200472740.40190384,-441951630.2852824,452959110.37233657,448047430.8752458,67334540.34959309,-178730643.62819225,809200935.9231056,524366381.59820783,355855337.48206425,347320624.5616374,200472740.40190384,1123008983.3559551,0,0
2004-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664174103.8412467,1054639164.222724,638983006.9898634,1012055065.051322,1066881129.352672,1123008983.3559551,568366462.0872988,200472740.40190384,534492971.0536746,452959110.37233657,448047430.8752458,67334540.34959309,875443987.8430117,566997778.9904689,376661586.0482741,239289040.69586182,568366462.0872988,1123008983.3559551,0,0
2004-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113349299.950388,664174103.8412467,1054639164.222724,638983006.9898634,1012055065.051322,1066881129.352672,1123008983.3559551,568366462.0872988,508704885.85690254,534492971.0536746,452959110.37233657,448047430.8752458,953298678.9663103,614519341.0672647,428501345.7326511,209534535.8082231,638983006.9898634,1123008983.3559551,0,0
2004-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095927964.0793393,1113349299.950388,664174103.8412467,1054639164.222724,638983006.9898634,1012055065.051322,1066881129.352672,1123008983.3559551,107135482.6907006,508704885.85690254,534492971.0536746,452959110.37233657,949429961.9267937,660445687.760622,464342074.54316247,206100738.69077954,638983006.9898634,1113349299.950388,0,0
2004-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098314124.1016695,1095927964.0793393,1113349299.950388,664174103.8412467,1054639164.222724,638983006.9898634,1012055065.051322,1066881129.352672,-441951630.2852824,107135482.6907006,508704885.85690254,534492971.0536746,953920389.7480791,700718627.2640502,486600024.3603913,209402187.33177704,638983006.9898634,1113349299.950388,1,0
2004-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094352338.986199,1098314124.1016695,1095927964.0793393,1113349299.950388,664174103.8412467,1054639164.222724,638983006.9898634,1012055065.051322,200472740.40190384,-441951630.2852824,107135482.6907006,508704885.85690254,965677143.1673471,742550588.201857,509109267.1754758,215433516.2308279,638983006.9898634,1113349299.950388,1,0
2004-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064887307.3924488,1094352338.986199,1098314124.1016695,1095927964.0793393,1113349299.950388,664174103.8412467,1054639164.222724,638983006.9898634,568366462.0872988,200472740.40190384,-441951630.2852824,107135482.6907006,1026520614.6534307,810961432.8234104,531719606.49374074,161074362.43805027,664174103.8412467,1113349299.950388,0,0
2004-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112188741.7297423,1064887307.3924488,1094352338.986199,1098314124.1016695,1095927964.0793393,1113349299.950388,664174103.8412467,1054639164.222724,1123008983.3559551,568366462.0872988,200472740.40190384,-441951630.2852824,1034741982.8687191,921971459.3959122,548073414.7303271,164187362.64225155,664174103.8412467,1113349299.950388,0,0
