,trend,trend_squared,trend_cubed,trend**4,trend**5,"cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)","sin(5,freq=YE-DEC)","cos(5,freq=YE-DEC)","sin(6,freq=YE-DEC)","cos(6,freq=YE-DEC)","sin(7,freq=YE-DEC)","cos(7,freq=YE-DEC)","sin(8,freq=YE-DEC)","cos(8,freq=YE-DEC)",lag_2,lag_3,lag_4,lag_5,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,is_weekend,is_holiday
2004-05-20,870.0,756900.0,658503000.0,572897610000.0,498420920700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798975701.8206024,839097952.0076756,820494885.7560527,766500721.2921691,780517749.5914351,772223318.8529167,770530371.8434347,39354189.202222414,737121778.0080491,839097952.0076756,0,0
2004-05-21,871.0,758641.0,660776311.0,575536166881.0,501292001353351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737121778.0080491,798975701.8206024,839097952.0076756,820494885.7560527,779682462.9008015,769337339.4484035,769934030.8209554,40006422.5239555,737121778.0080491,839097952.0076756,0,0
2004-05-22,872.0,760384.0,663054848.0,578183827456.0,504176297541632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750618585.9495122,737121778.0080491,798975701.8206024,839097952.0076756,781919510.9221784,768608984.5489131,769852663.8007731,38135819.230161175,737121778.0080491,839097952.0076756,1,0
2004-05-23,873.0,762129.0,665338617.0,580840612641.0,507073854835593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760626951.6211877,750618585.9495122,737121778.0080491,798975701.8206024,776723731.1445608,767438162.8556253,768261566.2446418,42781340.363912046,730130262.8488452,839097952.0076756,1,0
2004-05-24,874.0,763876.0,667627624.0,583506543376.0,509984718910624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730130262.8488452,760626951.6211877,750618585.9495122,737121778.0080491,765688412.7181889,766273130.5998554,766676842.6807691,39441400.22448514,730130262.8488452,839097952.0076756,0,0
2004-05-25,875.0,765625.0,669921875.0,586181640625.0,512908935546875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743247656.7714498,730130262.8488452,760626951.6211877,750618585.9495122,755590763.9811554,764576758.7083682,766150993.2995529,23232439.056212522,730130262.8488452,798975701.8206024,0,0
2004-05-26,876.0,767376.0,672221376.0,588865925376.0,515846550629376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768414410.8484421,743247656.7714498,730130262.8488452,760626951.6211877,748420282.334912,764926597.1546267,765185965.7615654,13182492.402362697,730130262.8488452,768414410.8484421,0,0
2004-05-27,877.0,769129.0,674526133.0,591559418641.0,518797610148157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748782330.2968974,768414410.8484421,743247656.7714498,730130262.8488452,747520969.4713485,764019359.5313919,763828070.1131783,14253006.535865191,730130262.8488452,768414410.8484421,0,0
2004-05-28,878.0,770884.0,676836152.0,594262141456.0,521762160198368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730826587.9631053,748782330.2968974,768414410.8484421,743247656.7714498,744693906.6660202,762188184.7834108,762773207.1882055,15448651.050397098,730130262.8488452,768414410.8484421,0,0
2004-05-29,879.0,772641.0,679151439.0,596974114881.0,524740246980399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730829146.3122128,730826587.9631053,748782330.2968974,768414410.8484421,741171551.5668811,761545531.2445297,761980312.2493268,13948431.897114193,730130262.8488452,768414410.8484421,1,0
2004-05-30,880.0,774400.0,681472000.0,599695360000.0,527731916800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735970465.9272147,730829146.3122128,730826587.9631053,748782330.2968974,740972496.1826586,758848113.6636096,760828956.0844617,14140876.174028201,728736875.1592885,768414410.8484421,1,0
2004-05-31,881.0,776161.0,683797841.0,602425897921.0,530737216068401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728736875.1592885,735970465.9272147,730829146.3122128,730826587.9631053,741684495.0426334,753686453.8804111,760150411.4924684,14397665.42458259,728736875.1592885,768414410.8484421,0,0
2004-06-01,882.0,777924.0,686128968.0,605165749776.0,533756191302432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748231648.7912728,728736875.1592885,735970465.9272147,730829146.3122128,750331989.1347835,752961376.5579695,762215598.1236256,35638313.03379695,728736875.1592885,828946869.4934925,0,0
2004-06-02,883.0,779689.0,688465387.0,607914936721.0,536788889124643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828946869.4934925,748231648.7912728,728736875.1592885,735970465.9272147,765927186.0340354,757173734.1844738,765135614.964388,54001576.88319712,728736875.1592885,857948708.5916612,0,0
2004-06-03,884.0,781456.0,690807104.0,610673479936.0,539835356263424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857948708.5916612,828946869.4934925,748231648.7912728,728736875.1592885,777230528.1806206,762375748.8259847,766684818.3664657,53710051.35023721,728736875.1592885,857948708.5916612,0,0
2004-06-04,885.0,783225.0,693154125.0,613441400625.0,542895639553125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809949982.9892017,857948708.5916612,828946869.4934925,748231648.7912728,789863618.7426627,767278762.7043413,768668155.4342042,51323981.895493716,728736875.1592885,857948708.5916612,0,0
2004-06-05,886.0,784996.0,695506456.0,616218720016.0,545969785934176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819260780.2465074,809949982.9892017,857948708.5916612,828946869.4934925,810121880.3931652,775646715.9800231,772714200.8410621,54400743.510821804,728736875.1592885,877778297.480732,1,0
2004-06-06,887.0,786769.0,697864103.0,619005459361.0,549057842453207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877778297.480732,819260780.2465074,809949982.9892017,857948708.5916612,832722158.1774508,786847327.1800547,775911418.2422816,47361307.265626095,748231648.7912728,886938819.6492877,1,0
2004-06-07,888.0,788544.0,700227072.0,621801639936.0,552159856263168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886938819.6492877,877778297.480732,819260780.2465074,809949982.9892017,859993678.6542193,800839086.8484262,781521697.3061016,45528160.11881723,809949982.9892017,939132292.1286525,0,0
2004-06-08,889.0,790321.0,702595369.0,624607283041.0,555275874623449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939132292.1286525,886938819.6492877,877778297.480732,819260780.2465074,872633545.699799,811482767.417291,787218503.048024,47702335.12479638,809949982.9892017,939132292.1286525,0,0
2004-06-09,890.0,792100.0,704969000.0,627422410000.0,558405944900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917425938.8125504,939132292.1286525,886938819.6492877,877778297.480732,874208220.9274493,820067703.4807425,790865613.942457,47317167.52612239,809949982.9892017,939132292.1286525,0,0
2004-06-10,891.0,793881.0,707347971.0,630247042161.0,561550114565451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868971435.1852137,917425938.8125504,939132292.1286525,886938819.6492877,873307990.8295876,825269259.5051041,791248439.1082872,48780775.331030555,803648372.304169,939132292.1286525,0,0
2004-06-11,892.0,795664.0,709732288.0,633081200896.0,564708431199232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803648372.304169,868971435.1852137,917425938.8125504,939132292.1286525,872262618.5391722,831063118.6409175,793517058.5137646,50190095.927553065,803648372.304169,939132292.1286525,0,0
2004-06-12,893.0,797449.0,712121957.0,635924907601.0,567880942487693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811943174.2135998,803648372.304169,868971435.1852137,917425938.8125504,869828524.0184644,839975202.205815,797424115.8853439,50291081.18170325,803648372.304169,939132292.1286525,1,0
2004-06-13,894.0,799236.0,714516984.0,638778183696.0,571067696224224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860739635.8357787,811943174.2135998,803648372.304169,868971435.1852137,873562347.3813394,853142252.7793951,802644448.8988594,52686356.44164004,803648372.304169,939132292.1286525,1,0
2004-06-14,895.0,801025.0,716917375.0,641641050625.0,574268740309375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913075583.189412,860739635.8357787,811943174.2135998,803648372.304169,875367533.5017244,867680606.0779718,809537814.8821862,55451332.35551786,803648372.304169,951768594.9713472,0,0
2004-06-15,896.0,802816.0,719323136.0,644513529856.0,577484122750976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951768594.9713472,913075583.189412,860739635.8357787,811943174.2135998,888123556.4239782,880378551.0618886,817545060.8147247,73930316.72277421,803648372.304169,1006718099.268327,0,0
2004-06-16,897.0,804609.0,721734273.0,647395642881.0,580713891664257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006718099.268327,951768594.9713472,913075583.189412,860739635.8357787,895543163.3209325,884875692.1241909,820892187.4049861,74293177.373969,803648372.304169,1006718099.268327,0,0
2004-06-17,898.0,806404.0,724150792.0,650287411216.0,583958095271968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920908683.463894,1006718099.268327,951768594.9713472,913075583.189412,909900408.8835117,891604199.8565495,823060558.7128043,62320880.8028828,811943174.2135998,1006718099.268327,0,0
2004-06-18,899.0,808201.0,726572699.0,653188856401.0,587216781904499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904149091.2422231,920908683.463894,1006718099.268327,951768594.9713472,921489012.9967946,896875815.7679834,826196815.4190036,46638946.22513429,860739635.8357787,1006718099.268327,0,0
2004-06-19,900.0,810000.0,729000000.0,656100000000.0,590490000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893063403.0065799,904149091.2422231,920908683.463894,1006718099.268327,925831454.7266957,897829989.3725802,831330647.0835713,41129722.85163049,891136727.9450858,1006718099.268327,1,0
2004-06-20,901.0,811801.0,731432701.0,659020863601.0,593777798104501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891136727.9450858,893063403.0065799,904149091.2422231,920908683.463894,923526597.4111327,898544472.3962361,836208080.2846034,42396246.942807674,891136727.9450858,1006718099.268327,1,0
2004-06-21,902.0,813604.0,733870808.0,661951468816.0,597080224872032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896941581.9804716,891136727.9450858,893063403.0065799,904149091.2422231,910773564.8853664,893070549.1935455,839603760.8069301,45776864.902220935,862497367.2909838,1006718099.268327,0,0
2004-06-22,903.0,815409.0,736314327.0,664891837281.0,600397329064743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862497367.2909838,896941581.9804716,891136727.9450858,893063403.0065799,889754493.8682228,888939025.1461006,843918905.4502457,21967684.466135476,859584602.1483215,920908683.463894,0,0
2004-06-23,904.0,817216.0,738763264.0,667841990656.0,603729159553024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859584602.1483215,862497367.2909838,896941581.9804716,891136727.9450858,880197856.5593712,887870509.9401519,847611057.6345954,20668398.565631486,854012222.3019335,904149091.2422231,0,0
2004-06-24,905.0,819025.0,741217625.0,670801950625.0,607075765315625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854012222.3019335,859584602.1483215,862497367.2909838,896941581.9804716,874822687.5725539,892361548.2280328,850881340.8841306,18139237.71950661,854012222.3019335,896941581.9804716,0,0
2004-06-25,906.0,820836.0,743677416.0,673771738896.0,610437195439776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866522908.3345007,854012222.3019335,859584602.1483215,862497367.2909838,877775503.1763171,899632258.0865557,856379700.281998,22709965.793475755,854012222.3019335,913733112.232923,0,0
2004-06-26,907.0,822649.0,746142643.0,676751377201.0,613813499121307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913733112.232923,866522908.3345007,854012222.3019335,859584602.1483215,889638150.5279793,907734802.6273373,864491322.663452,43250797.94384461,854012222.3019335,974175259.4067208,1,0
2004-06-27,908.0,824464.0,748613312.0,679740887296.0,617204725664768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974175259.4067208,913733112.232923,866522908.3345007,854012222.3019335,904673181.5008318,914099889.4559823,873536577.7460595,60903314.30078247,854012222.3019335,1002186798.7904404,1,0
2004-06-28,909.0,826281.0,751089429.0,682740290961.0,620610924483549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002186798.7904404,974175259.4067208,913733112.232923,866522908.3345007,920777321.374119,915775443.1297426,881511773.7619522,62767864.23414969,854012222.3019335,1002186798.7904404,0,0
2004-06-29,910.0,828100.0,753571000.0,685749610000.0,624032145100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975226346.403993,1002186798.7904404,974175259.4067208,913733112.232923,932736091.803501,911245292.835862,888663744.4284424,56862824.901070274,854012222.3019335,1002186798.7904404,0,0
2004-06-30,911.0,829921.0,756058031.0,688768866241.0,627468437145551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943295995.153996,975226346.403993,1002186798.7904404,974175259.4067208,945122259.0398636,912660057.7996175,895079869.2339492,45078795.42223601,866522908.3345007,1002186798.7904404,0,0
2004-07-01,912.0,831744.0,758550528.0,691798081536.0,630919850360832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940715392.9564712,943295995.153996,975226346.403993,1002186798.7904404,962955078.6292142,918888883.1008841,900493395.0994977,31426929.259318367,913733112.232923,1002186798.7904404,0,0
2004-07-02,913.0,833569.0,761048497.0,694837277761.0,634386434595793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991352645.4599552,940715392.9564712,943295995.153996,975226346.403993,923039264.0564053,900407383.6163613,893039185.1538845,129324935.91250688,634322410.223261,1002186798.7904404,0,0
2004-07-03,914.0,835396.0,763551944.0,697886476816.0,637868239809824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634322410.223261,991352645.4599552,940715392.9564712,943295995.153996,868131087.4232302,878884618.9756048,885701453.1533942,176855300.90636468,589818022.9744946,1002186798.7904404,1,0
2004-07-04,915.0,837225.0,766060875.0,700945700625.0,641365316071875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589818022.9744946,634322410.223261,991352645.4599552,940715392.9564712,803527554.1917068,854100367.8462695,876724829.3508364,200712091.29219544,549962066.1697768,991352645.4599552,1,0
2004-07-05,916.0,839056.0,768575296.0,704014971136.0,644877713560576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549962066.1697768,589818022.9744946,634322410.223261,991352645.4599552,743543804.2338156,832160562.8039674,865976889.3247706,203569090.8683916,549962066.1697768,991352645.4599552,0,0
2004-07-06,917.0,840889.0,771095213.0,707094310321.0,648405482564357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555340096.6987548,549962066.1697768,589818022.9744946,634322410.223261,687895614.0365115,810315852.9200064,854870884.1288898,192822311.46776134,549962066.1697768,991352645.4599552,0,0
2004-07-07,918.0,842724.0,773620632.0,710183740176.0,651948673481568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553758663.7728673,555340096.6987548,549962066.1697768,589818022.9744946,636824692.1252136,790973475.5825386,843007105.7105143,159093449.952754,549962066.1697768,991352645.4599552,0,0
2004-07-08,919.0,844561.0,776151559.0,713283282721.0,655507336820599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583218939.5773854,553758663.7728673,555340096.6987548,549962066.1697768,582741082.7074548,772848080.6683344,832851820.4012841,32346514.10110616,549962066.1697768,634322410.223261,0,0
2004-07-09,920.0,846400.0,778688000.0,716392960000.0,659081523200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612767379.5356433,583218939.5773854,553758663.7728673,555340096.6987548,578589891.8928427,750814577.974624,824061575.0458095,25832172.971710294,549962066.1697768,612767379.5356433,0,0
2004-07-10,921.0,848241.0,781229961.0,719512794081.0,662671283348601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605264074.5209768,612767379.5356433,583218939.5773854,553758663.7728673,580375429.6985205,724253258.5608755,817350522.2228119,27136643.73389156,549962066.1697768,612767379.5356433,1,0
2004-07-11,922.0,850084.0,783777448.0,722642807056.0,666276668105632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602316787.6142395,605264074.5209768,612767379.5356433,583218939.5773854,589860124.4235064,696693839.3076066,810830914.0571811,26325590.42426931,553758663.7728673,616354929.2446774,1,0
2004-07-12,923.0,851929.0,786330467.0,725783021041.0,669897728420843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616354929.2446774,602316787.6142395,605264074.5209768,612767379.5356433,595346179.9272759,669444992.0805458,801931009.0368266,21490242.140181348,553758663.7728673,616354929.2446774,0,0
2004-07-13,924.0,853776.0,788889024.0,728933458176.0,673534515354624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593742485.2251409,616354929.2446774,602316787.6142395,605264074.5209768,603449208.5807574,645672411.3086345,791844485.0754207,11625234.292819956,583218939.5773854,616354929.2446774,0,0
2004-07-14,925.0,855625.0,791453125.0,732094140625.0,677187080078125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610479864.3472388,593742485.2251409,616354929.2446774,602316787.6142395,605233444.2102529,621029068.1677332,779975818.209171,8556141.69765434,593742485.2251409,616354929.2446774,0,0
2004-07-15,926.0,857476.0,794022776.0,735265090576.0,680855473873376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595708588.9838531,610479864.3472388,593742485.2251409,616354929.2446774,606048560.7598575,594394821.7336562,767034321.4129893,9601434.69489311,593742485.2251409,618473195.3828759,0,0
2004-07-16,927.0,859329.0,796597983.0,738446330241.0,684539748133407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618473195.3828759,595708588.9838531,610479864.3472388,593742485.2251409,614159177.0440578,596374534.4684503,758405311.5812055,23190860.292039175,593742485.2251409,662038388.5103791,0,0
2004-07-17,928.0,861184.0,799178752.0,741637881856.0,688239954362368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662038388.5103791,618473195.3828759,595708588.9838531,610479864.3472388,622593747.8339201,601484588.7662203,750312301.3112406,28332733.554903198,593742485.2251409,662038388.5103791,1,0
2004-07-18,929.0,863041.0,801765089.0,744839767681.0,691956144175649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661358783.1432748,662038388.5103791,618473195.3828759,595708588.9838531,629946106.0781223,609903115.2508143,742804235.7761576,32773677.31290582,593742485.2251409,667821436.9540929,1,0
2004-07-19,930.0,864900.0,804357000.0,748052010000.0,695688369300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667821436.9540929,661358783.1432748,662038388.5103791,618473195.3828759,639146264.8569955,617246222.3921356,735037798.06723,29823311.37994056,595708588.9838531,667821436.9540929,0,0
2004-07-20,931.0,866761.0,806954491.0,751274631121.0,699436681573651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658143596.6772534,667821436.9540929,661358783.1432748,662038388.5103791,637161492.4109623,620305350.49586,725025960.575381,32400048.523208644,595708588.9838531,667821436.9540929,0,0
2004-07-21,932.0,868624.0,809557568.0,754507653376.0,703201132946432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596586457.2250073,658143596.6772534,667821436.9540929,661358783.1432748,635217660.218318,620225552.2142855,715679440.4535263,35555965.301181786,582101763.6353425,667821436.9540929,0,0
2004-07-22,933.0,870489.0,812166237.0,757751099121.0,706981775479893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582101763.6353425,596586457.2250073,658143596.6772534,667821436.9540929,634143985.027339,620096272.8935982,707391869.3501165,36252517.92444655,582101763.6353425,667821436.9540929,0,0
2004-07-23,934.0,872356.0,814780504.0,761004990736.0,710778661347424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610957469.046023,582101763.6353425,596586457.2250073,658143596.6772534,630516128.1920726,622337652.6180652,700146241.6288357,34208893.09695416,582101763.6353425,667821436.9540929,0,0
2004-07-24,935.0,874225.0,817400375.0,764269350625.0,714591842834375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636643390.6635145,610957469.046023,582101763.6353425,596586457.2250073,626962043.5987943,624777895.7163572,692478151.0506967,31668518.17673804,582101763.6353425,667821436.9540929,1,0
2004-07-25,936.0,876096.0,820025856.0,767544201216.0,718421372338176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636480190.9903275,636643390.6635145,610957469.046023,582101763.6353425,624111295.2673664,627028700.6727444,683615920.5974025,28071268.14346905,582101763.6353425,658143596.6772534,1,0
2004-07-26,937.0,877969.0,822656953.0,770829564961.0,722267302368457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647866198.6340967,636480190.9903275,636643390.6635145,610957469.046023,618233890.6918517,628690077.7744236,671710137.4388001,23729437.644868523,582101763.6353425,647866198.6340967,0,0
2004-07-27,938.0,879844.0,825293672.0,774125464336.0,726129685547168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617001764.648651,647866198.6340967,636480190.9903275,636643390.6635145,621160734.1142281,629161113.2625952,658873056.1851735,21799409.44039584,582101763.6353425,647866198.6340967,0,0
2004-07-28,939.0,881721.0,827936019.0,777431921841.0,730008574608699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617074361.1816418,617001764.648651,647866198.6340967,636480190.9903275,586096131.9334753,610656896.0758966,637587162.9173762,110804341.72278114,336649548.37007254,647866198.6340967,0,0
2004-07-29,940.0,883600.0,830584000.0,780748960000.0,733904022400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336649548.37007254,617074361.1816418,617001764.648651,647866198.6340967,508977373.8935734,571560679.4604563,608514835.1711333,222340008.40941352,71126162.76671019,647866198.6340967,0,0
2004-07-30,941.0,885481.0,833237621.0,784076601361.0,737816081880701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71126162.76671019,336649548.37007254,617074361.1816418,617001764.648651,428189198.47974426,529352663.3359085,579528527.4981412,266564076.81127235,71126162.76671019,647866198.6340967,0,0
2004-07-31,942.0,887364.0,835896888.0,787414868496.0,741744806123232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71126162.76671019,71126162.76671019,336649548.37007254,617074361.1816418,347424337.3049418,487193190.4518681,548854311.4083664,278324324.1810238,71126162.76671019,647866198.6340967,1,0
2004-08-01,943.0,889249.0,838561807.0,790763784001.0,745690248312943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71126162.76671019,71126162.76671019,71126162.76671019,336649548.37007254,265032903.60960087,444572099.4384836,530081103.1598148,259275756.4751461,71126162.76671019,617074361.1816418,1,0
2004-08-02,944.0,891136.0,841232384.0,794123370496.0,749652461748224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71126162.76671019,71126162.76671019,71126162.76671019,71126162.76671019,295277296.02656114,456755593.3592065,538044252.7795774,313792146.10740876,71126162.76671019,828712511.5673729,0,0
