,trend,trend_squared,"s(1,7)","s(2,7)","s(3,7)","s(4,7)","s(5,7)","s(6,7)","s(7,7)","sin(1,freq=YE-DEC)","cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)","sin(5,freq=YE-DEC)","cos(5,freq=YE-DEC)","sin(6,freq=YE-DEC)","cos(6,freq=YE-DEC)","sin(7,freq=YE-DEC)","cos(7,freq=YE-DEC)","sin(8,freq=YE-DEC)","cos(8,freq=YE-DEC)","sin(9,freq=YE-DEC)","cos(9,freq=YE-DEC)",lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_11,lag_13,lag_14,lag_17,lag_18,lag_20,lag_22,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,weather_weather_code (wmo code),weather_temperature_2m_max (°C),weather_apparent_temperature_max (°C),weather_apparent_temperature_min (°C),weather_wind_speed_10m_max (km/h),weather_wind_gusts_10m_max (km/h),weather_wind_direction_10m_dominant (°),weather_shortwave_radiation_sum (MJ/m²),weather_et0_fao_evapotranspiration (mm),weather_sunrise (iso8601),weather_sunset (iso8601),weather_daylight_duration (s),weather_sunshine_duration (s),weather_uv_index_max (),weather_uv_index_clear_sky_max (),weather_rain_sum (mm),weather_showers_sum (mm),weather_snowfall_sum (cm),weather_precipitation_sum (mm),weather_precipitation_hours (h),weather_temperature_2m_min (°C),is_weekend,is_holiday
2024-07-03,915.0,837225.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.017166329754707124,-0.9998526477050269,0.03432760051324301,0.9994106342455054,-0.05147875477034669,-0.9986740898848305,0.06861473800213305,0.9976432316860064,-0.08573050015569225,-0.9963183634476758,0.10282099713736072,0.9946998756145891,-0.11988119229922642,-0.9927882451625402,0.13690605792347332,0.9905840354577973,-0.15389057670405873,-0.9880878960910776,1471.371102835,239.86060274,8.16460272,6.59260272,5.12860272,5.12860272,5.12860272,5.08060272,6.58060272,579.038102765,5.18860272,63.607102725,1214.693102815,1557.662102825,61.485102725,2719.246102215,248.76781702500003,180.87006701964287,514.7782026786666,546.1161467336009,5.12860272,1471.371102835,61,15.6,14.9,10.1,14.0,29.2,218,7.79,1.38,0.0,0.0,58837.95,12633.17,4.8,6.75,0.0,0.0,0.0,4.6,6.0,10.5,0,0
2024-07-04,916.0,839056.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.03432760051324357,-0.9994106342455052,0.06861473800213419,0.9976432316860063,-0.10282099713736108,-0.994699875614589,0.13690605792347557,0.9905840354577969,-0.1708297432253441,-0.985300562686109,0.20455206612620214,0.9788556850953576,-0.23803327706148486,-0.9712569994658315,0.27123391067291064,0.9625134626077079,-0.30411483232751985,-0.952635380803382,72.431102725,1471.371102835,239.86060274,8.16460272,6.59260272,5.12860272,5.12860272,5.12860272,5.08060272,64.413102725,66.898102725,5.18860272,240.50660274,1214.693102815,5.12860272,120.488102675,258.3824598828572,181.5003527339286,454.6530526835,541.6863414223076,5.12860272,1471.371102835,51,17.8,16.8,10.6,16.9,38.2,248,13.46,2.33,0.0,0.0,58764.82,23236.07,6.45,7.0,0.0,0.0,0.0,2.6,13.0,12.2,0,0
2024-07-05,917.0,840889.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05147875477034649,-0.9986740898848305,0.10282099713736031,0.9946998756145891,-0.15389057670406123,-0.9880878960910773,0.20455206612620064,0.9788556850953579,-0.25467112024122895,-0.9670277247913203,0.3041148323275168,0.952635380803383,-0.35275208654909407,-0.935716819040494,0.40045390565126615,0.9163169044870049,-0.4470937929851139,-0.8944870822287956,76.51910272500001,72.431102725,1471.371102835,239.86060274,8.16460272,6.59260272,5.12860272,5.12860272,5.12860272,6.58060272,579.038102765,66.898102725,5.14060272,240.50660274,1557.662102825,61.485102725,268.5811027407143,186.5953884485714,447.14730268299996,536.7732657893174,5.12860272,1471.371102835,51,19.1,20.5,8.7,14.4,33.1,210,3.4,1.14,0.0,0.0,58686.84,2492.7,5.75,7.0,0.0,0.0,0.0,0.9,6.0,11.1,0,0
2024-07-06,918.0,842724.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06861473800213387,-0.9976432316860063,0.13690605792347493,0.990584035457797,-0.20455206612620078,-0.9788556850953578,0.2712339106729094,0.9625134626077082,-0.33663728424691075,-0.9416343976591258,0.4004539056512664,0.9163169044870048,-0.46238297290351427,-0.8866803180227404,0.5221325810768237,0.8528643314021604,-0.5794210982045621,-0.8150283375168125,5.41660272,76.51910272500001,72.431102725,1471.371102835,239.86060274,8.16460272,6.59260272,5.12860272,5.12860272,5.08060272,64.413102725,579.038102765,63.607102725,5.14060272,1214.693102815,5.12860272,268.62224559785716,182.2038527339286,443.5563526845,536.7497175362741,5.41660272,1471.371102835,53,20.3,19.5,9.1,23.4,47.5,226,15.7,3.21,0.0,0.0,58604.07,36201.34,5.8,6.7,0.0,0.0,0.0,1.3,3.0,12.6,1,0
2024-07-07,919.0,844561.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0857305001556945,-0.9963183634476755,0.1708297432253445,0.9853005626861089,-0.2546711202412292,-0.9670277247913203,0.33663728424691086,0.9416343976591257,-0.4161246959914768,-0.9093075592922347,0.49254806795386524,0.8702852410301548,-0.5653446739747423,-0.8248547748594247,0.6339784927628876,0.7733506777097291,-0.6979441547663459,-0.7161521883143911,503.37960276,5.41660272,76.51910272500001,72.431102725,1471.371102835,239.86060274,8.16460272,6.59260272,5.12860272,5.12860272,6.58060272,64.413102725,5.18860272,63.607102725,240.50660274,1557.662102825,339.5918170321429,176.79967416214285,456.9632026856667,529.118178066065,5.41660272,1471.371102835,3,19.4,17.4,5.9,15.8,34.2,207,19.97,3.65,0.0,0.0,58516.67,37897.91,5.9,6.85,0.0,0.0,0.0,0.0,0.0,8.4,1,0
2024-07-08,920.0,846400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.10282099713736044,-0.9946998756145891,0.2045520661262009,0.9788556850953578,-0.3041148323275171,-0.9526353808033828,0.4004539056512666,0.9163169044870046,-0.49254806795386535,-0.8702852410301547,0.5794210982045624,0.8150283375168123,-0.6601521206712313,-0.7511319308705203,0.7338853664321993,0.6792733388972929,-0.7998392447397201,-0.6002142805483672,261.36860274,503.37960276,5.41660272,76.51910272500001,72.431102725,1471.371102835,239.86060274,8.16460272,6.59260272,5.12860272,5.08060272,6.58060272,66.898102725,5.18860272,5.14060272,1214.693102815,375.76381703500005,190.86792416321427,462.3034193528334,511.03037351638113,5.41660272,1471.371102835,51,21.2,20.8,8.9,10.1,23.4,164,17.27,3.41,0.0,0.0,58424.74,25884.62,6.45,6.95,0.0,0.0,0.0,0.1,1.0,10.8,0,0
2024-07-09,921.0,848241.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.11988119229922714,-0.99278824516254,0.23803327706148544,0.9712569994658314,-0.3527520865490945,-0.9357168190404938,0.46238297290351454,0.8866803180227402,-0.5653446739747425,-0.8248547748594246,0.6601521206712313,0.7511319308705202,-0.7454378568682998,-0.6665751282095637,0.8199717629247767,0.5724039727378154,-0.8826787983255471,-0.46997674302732073,69.814102725,261.36860274,503.37960276,5.41660272,76.51910272500001,72.431102725,1471.371102835,239.86060274,8.16460272,5.12860272,5.12860272,5.08060272,579.038102765,66.898102725,63.607102725,240.50660274,351.47145989,195.38460273500002,430.4861193508333,522.4807763064572,5.41660272,1471.371102835,51,30.5,32.6,14.1,18.7,38.9,161,24.36,5.5,0.0,0.0,58328.39,42240.31,6.35,7.0,0.0,0.0,0.0,0.5,2.0,16.0,0,0
2024-07-10,922.0,850084.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1369060579234755,-0.9905840354577969,0.27123391067291047,0.962513462607708,-0.4004539056512667,-0.9163169044870046,0.5221325810768257,0.8528643314021592,-0.6339784927628879,-0.7733506777097289,0.7338853664321995,0.6792733388972927,-0.8199717629247788,-0.5724039727378124,0.8906165093267412,0.45475513555610414,-0.9444892287836615,-0.328542381910834,6.66460272,69.814102725,261.36860274,503.37960276,5.41660272,76.51910272500001,72.431102725,1471.371102835,239.86060274,6.59260272,5.12860272,5.12860272,64.413102725,579.038102765,5.18860272,5.14060272,142.22767415928573,195.49774559214288,384.96160269166666,180.80965823827916,5.41660272,503.37960276,61,24.2,25.7,18.3,15.1,33.5,224,16.15,3.13,0.0,0.0,58227.75,32267.27,6.25,6.8,0.0,0.0,0.0,2.7,6.0,17.4,0,0
2024-07-11,923.0,851929.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1538905767040619,-0.9880878960910772,0.3041148323275181,0.9526353808033825,-0.4470937929851146,-0.8944870822287952,0.579421098204564,0.8150283375168111,-0.6979441547663436,-0.7161521883143932,0.7998392447397203,0.600214280548367,-0.8826787983255472,-0.4699767430273205,0.9444892287836616,0.3285423819108339,-0.9837979515735168,-0.17928075881073335,5.16460272,6.66460272,69.814102725,261.36860274,503.37960276,5.41660272,76.51910272500001,72.431102725,1471.371102835,8.16460272,5.12860272,5.12860272,6.58060272,64.413102725,66.898102725,63.607102725,132.61817415857143,195.50031702071428,315.2429860515,186.82483855651316,5.16460272,503.37960276,51,23.1,23.8,16.0,11.2,24.8,296,22.63,4.37,0.0,0.0,58122.79,45834.07,6.6,6.75,0.0,0.0,0.0,0.5,2.0,16.1,0,0
2024-07-12,924.0,853776.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.17082974322534417,-0.985300562686109,0.33663728424691025,0.9416343976591259,-0.492548067953864,-0.8702852410301555,0.6339784927628866,0.7733506777097299,-0.7567706633464616,-0.653680474772007,0.8573146280763319,0.5147928015098315,-0.9326545075388223,-0.3607707992167838,0.9805753940631429,0.1961425414281971,-0.9996684675143132,-0.025747913654988207,5.14060272,5.16460272,6.66460272,69.814102725,261.36860274,503.37960276,5.41660272,76.51910272500001,72.431102725,239.86060274,6.59260272,5.12860272,5.08060272,6.58060272,579.038102765,5.18860272,122.42124558642857,195.50117416357145,224.772802735,192.26574740361883,5.14060272,503.37960276,65,17.8,16.8,11.3,22.3,41.0,342,1.49,0.69,0.0,0.0,58012.52,0.0,1.7,6.4,0.0,0.0,0.0,33.4,14.0,12.2,0,0
2024-07-13,925.0,855625.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1877185654371986,-0.9822228566828407,0.36876293119225995,0.9295234803804003,-0.5366961939916005,-0.8437755598231856,0.6855476064742151,0.7280278011569852,-0.8100248628547756,-0.5863955333706952,0.9057022630804715,0.4239143907098606,-0.9691780654392534,-0.24636127429331522,0.9981954330597139,0.060048958514949353,-0.9917226741361017,0.12839835514654932,76.711102725,5.14060272,5.16460272,6.66460272,69.814102725,261.36860274,503.37960276,5.41660272,76.51910272500001,1471.371102835,8.16460272,6.59260272,5.12860272,5.08060272,64.413102725,66.898102725,132.6061741585714,200.6142098782143,223.31356940333336,186.84659798259057,5.14060272,503.37960276,51,18.2,17.1,8.0,12.6,29.9,242,19.89,3.05,0.0,0.0,57897.0,45669.83,5.65,6.65,0.0,0.0,0.0,0.9,7.0,10.0,1,0
2024-07-14,926.0,857476.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.204552066126201,-0.9788556850953578,0.4004539056512668,0.9163169044870045,-0.5794210982045641,-0.815028337516811,0.7338853664321996,0.6792733388972926,-0.8573146280763319,-0.5147928015098314,0.9444892287836616,0.3285423819108337,-0.9917226741361019,-0.12839835514654788,0.9970175264485266,-0.07717546212664786,-0.9601498736716018,0.2794856348516094,401.44460275,76.711102725,5.14060272,5.16460272,6.66460272,69.814102725,261.36860274,503.37960276,5.41660272,72.431102725,239.86060274,8.16460272,5.12860272,5.12860272,6.58060272,579.038102765,118.0440313,228.81792416607146,234.64555273750003,154.26529117304335,5.14060272,401.44460275,51,21.7,22.2,9.1,14.8,30.2,213,21.65,3.82,0.0,0.0,57776.4,34177.3,6.8,6.8,0.0,0.0,0.0,0.6,6.0,10.4,1,0
2024-07-15,927.0,859329.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.22132528438243262,-0.9752000402445825,0.4316728524737839,0.9020302369860707,-0.6206094818274223,-0.7841198065767109,0.7787639308347608,0.6273170968742936,-0.8982917515547535,-0.4393995096591405,0.9732643737003822,0.22968774213179688,-0.9999631612477099,-0.008583481082087467,0.9770638564833507,-0.21294651993841626,-0.9057022630804709,0.42391439070986203,162.62860272999998,401.44460275,76.711102725,5.14060272,5.16460272,6.66460272,69.814102725,261.36860274,503.37960276,76.51910272500001,1471.371102835,239.86060274,5.12860272,5.12860272,5.08060272,64.413102725,103.93831701285714,239.85106702392858,239.89555273783333,143.08490100083176,5.14060272,401.44460275,3,26.3,26.7,10.9,18.4,32.4,177,21.74,4.21,0.0,0.0,57650.99,37442.6,6.45,6.9,0.0,0.0,0.0,0.0,0.0,12.1,0,0
2024-07-16,928.0,861184.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.23803327706148558,-0.9712569994658314,0.46238297290351477,0.88668031802274,-0.6601521206712316,-0.75113193087052,0.819971762924777,0.5724039727378151,-0.9326545075388224,-0.36077079921678357,0.9917226741361015,0.12839835514655126,-0.9937806700284985,0.11135519690480843,0.9387101892619444,-0.34470738398793344,-0.8296770135526191,0.5582437220268643,8.15260272,162.62860272999998,401.44460275,76.711102725,5.14060272,5.16460272,6.66460272,69.814102725,261.36860274,5.41660272,72.431102725,1471.371102835,6.59260272,5.12860272,5.12860272,6.58060272,95.12953129785716,223.3004955939286,188.24523606766667,147.369722969095,5.14060272,401.44460275,63,19.8,19.0,14.3,16.2,38.5,213,14.02,2.46,0.0,0.0,57520.97,24612.32,5.5,6.6,0.0,0.0,0.0,8.0,10.0,15.3,0,0
2024-07-17,929.0,863041.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.254671120241229,-0.9670277247913203,0.49254806795386485,0.8702852410301549,-0.6979441547663439,-0.7161521883143931,0.8573146280763329,0.5147928015098298,-0.9601498736716023,-0.27948563485160777,0.9996684675143132,0.02574791365498784,-0.9732643737003818,0.22968774213179868,0.8826787983255464,-0.46997674302732195,-0.7338853664321984,0.6792733388972939,5.11660272,8.15260272,162.62860272999998,401.44460275,76.711102725,5.14060272,5.16460272,6.66460272,69.814102725,503.37960276,76.51910272500001,72.431102725,8.16460272,6.59260272,5.12860272,5.08060272,94.90838844071428,118.5680313,147.92601939783333,147.52567735915278,5.11660272,401.44460275,51,23.6,25.0,14.0,11.2,25.2,246,21.35,3.97,0.0,0.0,57386.56,32894.67,6.5,6.7,0.0,0.0,0.0,1.5,9.0,14.7,0,0
2024-07-18,930.0,864900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2712339106729102,-0.962513462607708,0.5221325810768251,0.8528643314021596,-0.7338853664321997,-0.6792733388972925,0.8906165093267406,0.4547551355561053,-0.980575394063143,-0.19614254142819673,0.9970175264485265,-0.07717546212664811,-0.9387101892619444,0.34470738398793355,0.8100248628547745,-0.5863955333706966,-0.6206094818274207,0.7841198065767121,5.18860272,5.11660272,8.15260272,162.62860272999998,401.44460275,76.711102725,5.14060272,5.16460272,6.66460272,261.36860274,5.41660272,76.51910272500001,239.86060274,8.16460272,5.12860272,5.12860272,94.91181701214286,113.76499558535714,140.08208606383332,147.5232443117924,5.11660272,401.44460275,3,27.3,29.0,15.0,10.4,23.0,122,24.4,4.83,0.0,0.0,57248.0,44955.27,6.6,6.8,0.0,0.0,0.0,0.0,0.0,14.6,0,0
2024-07-19,931.0,866761.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.287716767226167,-0.9577155432887803,0.5511016400746002,0.8344381237138473,-0.7678804460365998,-0.6405931786981754,0.9197204370389467,0.3925739646141717,-0.9937806700284982,-0.11135519690481001,0.9837979515735165,-0.17928075881073494,-0.8906165093267405,0.4547551355561055,0.722116596610116,-0.6917713646142221,-0.49254806795386386,0.8702852410301556,5.14060272,5.18860272,5.11660272,8.15260272,162.62860272999998,401.44460275,76.711102725,5.14060272,5.16460272,69.814102725,503.37960276,5.41660272,1471.371102835,239.86060274,6.59260272,5.12860272,94.91181701214285,108.66653129928571,140.08208606383332,147.5232443117924,5.11660272,401.44460275,3,28.5,29.2,17.8,12.6,20.9,160,17.18,4.17,0.0,0.0,57105.47,29956.38,5.5,6.75,0.0,0.0,0.0,0.0,0.0,18.1,0,0
2024-07-20,932.0,868624.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30411483232751824,-0.9526353808033824,0.5794210982045642,0.8150283375168109,-0.7998392447397206,-0.6002142805483667,0.9444892287836617,0.3285423819108334,-0.9996684675143132,-0.025747913654987714,0.9601498736716007,-0.27948563485161315,-0.829677013552617,0.5582437220268675,0.6206094818274206,-0.7841198065767121,-0.3527520865490927,0.9357168190404944,5.14060272,5.14060272,5.18860272,5.11660272,8.15260272,162.62860272999998,401.44460275,76.711102725,5.14060272,6.66460272,261.36860274,503.37960276,72.431102725,1471.371102835,8.16460272,5.12860272,84.68745986857142,108.64681701357142,138.13320273033332,151.42351657717583,5.11660272,401.44460275,51,31.5,34.0,17.8,25.9,46.1,195,22.14,5.07,0.0,0.0,56959.22,37526.83,6.85,6.85,0.0,0.0,0.0,0.2,1.0,18.5,1,0
2024-07-21,933.0,870489.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3204232733919105,-0.9472744722987171,0.6070575744290992,0.7946578517376259,-0.8296770135526182,-0.5582437220268657,0.9648061359537639,0.26296220265651726,-0.9981954330597143,0.060048958514944094,0.9263239682514958,-0.37672789363518305,-0.756770663346465,0.6536804747720031,0.50741509329385,-0.8617017599480654,-0.20455206612620755,0.9788556850953565,6.59260272,5.14060272,5.14060272,5.18860272,5.11660272,8.15260272,162.62860272999998,401.44460275,76.711102725,5.16460272,69.814102725,261.36860274,76.51910272500001,72.431102725,239.86060274,6.59260272,28.28003129285714,73.16203129642858,138.18000273033334,59.253159398986924,5.11660272,162.62860272999998,51,23.7,26.0,19.4,14.4,27.0,257,17.08,3.29,0.0,0.0,56809.44,29718.22,6.6,6.7,0.0,0.0,0.0,1.1,9.0,18.6,1,0
2024-07-22,934.0,872356.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3366372842469099,-0.941634397659126,0.6339784927628861,0.7733506777097303,-0.8573146280763321,-0.5147928015098312,0.9805753940631426,0.19614254142819834,-0.9893724130196833,0.1454036738036877,0.882678798325548,-0.469976743027319,-0.6729490241558357,0.7396888608649643,0.38466509970700374,-0.923056206884175,-0.05147875477034828,0.9986740898848304,8.10460272,6.59260272,5.14060272,5.14060272,5.18860272,5.11660272,8.15260272,162.62860272999998,401.44460275,5.14060272,6.66460272,69.814102725,5.41660272,76.51910272500001,1471.371102835,8.16460272,6.205174148571429,55.071745580714285,136.22021939683336,1.4163002202923034,5.11660272,8.15260272,51,23.0,23.2,16.9,11.5,27.0,240,21.59,3.98,0.0,0.0,56656.32,35528.14,6.7,6.75,0.0,0.0,0.0,0.8,4.0,16.6,0,0
2024-07-23,935.0,874225.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.35275208654909435,-0.9357168190404939,0.6601521206712311,0.7511319308705205,-0.8826787983255465,-0.4699767430273217,0.9917226741361013,0.1283983551465528,-0.9732643737003833,0.229687742131792,0.8296770135526209,-0.5582437220268617,-0.5794210982045667,0.8150283375168093,0.25467112024123234,-0.9670277247913194,0.10282099713735669,0.9946998756145894,8.10460272,8.10460272,6.59260272,5.14060272,5.14060272,5.18860272,5.11660272,8.15260272,162.62860272999998,76.711102725,5.16460272,6.66460272,503.37960276,5.41660272,72.431102725,239.86060274,6.198317005714287,50.663924151785714,117.18910272866668,1.4053741849466057,5.11660272,8.10460272,51,21.1,20.2,14.9,27.7,47.2,242,11.07,2.51,0.0,0.0,56500.09,15319.63,5.8,6.45,0.0,0.0,0.0,1.5,8.0,15.4,0,0
2024-07-24,936.0,876096.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3687629311922596,-0.9295234803804004,0.6855476064742146,0.7280278011569856,-0.905702263080471,-0.42391439070986187,0.9981954330597139,0.06004895851495064,-0.9499899229945015,0.31228055688579315,0.7678804460366018,-0.6405931786981731,-0.47753588643749145,0.8786122450571465,0.11988119229923189,-0.9927882451625395,0.25467112024122324,0.9670277247913218,6.61660272,8.10460272,8.10460272,6.59260272,5.14060272,5.14060272,5.18860272,5.11660272,8.15260272,401.44460275,5.14060272,5.16460272,261.36860274,503.37960276,76.51910272500001,1471.371102835,6.412602720000001,50.66049558035714,115.2625527285,1.325008689890383,5.14060272,8.10460272,51,22.4,21.7,14.1,11.2,24.5,320,16.05,3.04,0.0,0.0,56340.93,28594.27,5.8,6.6,0.0,0.0,0.0,0.8,6.0,14.4,0,0
2024-07-25,937.0,877969.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.38466509970700097,-0.9230562068841761,0.7101350157125355,0.704065522134806,-0.9263239682514947,-0.37672789363518583,0.9999631612477099,-0.008583481082085998,-0.9197204370389478,0.392573964614169,0.6979441547663446,-0.7161521883143922,-0.3687629311922602,0.9295234803804002,-0.017166329754705258,-0.9998526477050269,0.4004539056512627,0.9163169044870064,5.15260272,6.61660272,8.10460272,8.10460272,6.59260272,5.14060272,5.14060272,5.18860272,5.11660272,162.62860272999998,76.711102725,5.14060272,69.814102725,261.36860274,5.41660272,72.431102725,6.407459862857144,50.6596384375,115.21495272850001,1.3306093232584046,5.14060272,8.10460272,3,24.1,23.1,11.4,13.3,23.0,192,9.26,2.34,0.0,0.0,56179.04,10696.93,5.85,6.7,0.0,0.0,0.0,0.0,0.0,13.2,0,0
2024-07-26,938.0,879844.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.40045390565126615,-0.9163169044870049,0.7338853664321986,0.6792733388972937,-0.9444892287836606,-0.3285423819108367,0.9970175264485268,-0.0771754621266448,-0.8826787983255479,0.4699767430273191,0.620609481827426,-0.7841198065767079,-0.25467112024123223,0.9670277247913195,-0.15389057670405873,-0.9880878960910776,0.5366961939915983,0.8437755598231871,5.27260272,5.15260272,6.61660272,8.10460272,8.10460272,6.59260272,5.14060272,5.14060272,5.18860272,8.15260272,401.44460275,76.711102725,6.66460272,69.814102725,503.37960276,76.51910272500001,6.426317005714286,50.669067008928565,115.22135272850001,1.3104459545183667,5.14060272,8.10460272,61,21.1,22.6,17.5,13.3,26.6,227,8.67,1.82,0.0,0.0,56014.59,9688.79,5.15,6.6,0.0,0.0,0.0,9.0,13.0,16.8,0,0
2024-07-27,939.0,881721.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.416124695991474,-0.9093075592922361,0.7567706633464618,0.6536804747720067,-0.9601498736716013,-0.27948563485161093,0.9893724130196833,-0.14540367380368785,-0.8391377545563953,0.5439189543287226,0.5366961939916031,-0.843775559823184,-0.1369060579234788,0.9905840354577965,-0.2877167672261631,-0.9577155432887815,0.660152120671231,0.7511319308705205,5.26060272,5.27260272,5.15260272,6.61660272,8.10460272,8.10460272,6.59260272,5.14060272,5.14060272,5.11660272,162.62860272999998,401.44460275,5.16460272,6.66460272,261.36860274,5.41660272,6.443459862857144,45.56545986571428,115.2257527285,1.2914709331386698,5.15260272,8.10460272,55,20.2,21.4,14.7,10.4,20.9,245,3.63,0.95,0.0,0.0,55847.79,0.0,4.55,6.45,0.0,0.0,0.0,4.7,12.0,15.3,1,0
2024-07-28,940.0,883600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4316728524737836,-0.9020302369860708,0.7787639308347604,0.6273170968742942,-0.9732643737003822,-0.22968774213179652,0.9770638564833509,-0.212946519938415,-0.78941791032802,0.6138561418226115,0.4470937929851157,-0.8944870822287947,-0.01716632975470734,0.9998526477050269,-0.4161246959914731,-0.9093075592922364,0.7678804460366004,0.6405931786981748,6.67660272,5.26060272,5.27260272,5.15260272,6.61660272,8.10460272,8.10460272,6.59260272,5.14060272,5.18860272,8.15260272,162.62860272999998,5.14060272,5.16460272,69.814102725,503.37960276,6.4554598628571425,17.367745577857143,115.2773527285,1.2934763898664812,5.15260272,8.10460272,3,23.5,24.2,12.2,11.9,22.0,339,25.64,4.59,0.0,0.0,55678.81,50072.72,6.5,6.5,0.0,0.0,0.0,0.0,0.0,12.8,1,0
2024-07-29,941.0,885481.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.44709379298511365,-0.8944870822287957,0.799839244739719,0.6002142805483687,-0.9837979515735162,-0.17928075881073613,0.9601498736716021,-0.27948563485160827,-0.7338853664322005,0.6792733388972917,0.3527520865490957,-0.9357168190404933,0.10282099713735693,0.9946998756145894,-0.5366961939915984,-0.843775559823187,0.8573146280763297,0.514792801509835,8.10460272,6.67660272,5.26060272,5.27260272,5.15260272,6.61660272,8.10460272,8.10460272,6.59260272,5.14060272,5.11660272,8.15260272,76.711102725,5.14060272,6.66460272,261.36860274,6.4554598628571425,6.330317005714286,115.3765527285,1.2934763898664812,5.15260272,8.10460272,0,27.7,29.2,11.7,9.0,22.0,150,27.06,5.24,0.0,0.0,55507.82,49964.75,6.6,6.6,0.0,0.0,0.0,0.0,0.0,12.8,0,0
2024-07-30,942.0,887364.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4623829729035145,-0.8866803180227403,0.8199717629247767,0.5724039727378155,-0.9917226741361013,-0.12839835514655265,0.9387101892619448,-0.3447073839879322,-0.6729490241558355,0.7396888608649644,0.2546711202412321,-0.9670277247913195,0.22132528438242918,0.9752000402445833,-0.6471606673266035,-0.7623536388483925,0.9263239682514937,0.37672789363518827,8.10460272,8.10460272,6.67660272,5.26060272,5.27260272,5.15260272,6.61660272,8.10460272,8.10460272,5.14060272,5.18860272,5.11660272,401.44460275,76.711102725,5.16460272,69.814102725,6.455459862857144,6.326888434285714,115.42695272850001,1.2934763898664812,5.15260272,8.10460272,3,31.4,33.8,16.6,11.5,24.8,183,26.07,5.57,0.0,0.0,55335.0,49682.83,6.6,6.6,0.0,0.0,0.0,0.0,0.0,17.5,0,0
2024-07-31,943.0,889249.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4775358864374881,-0.8786122450571483,0.8391377545563937,0.5439189543287248,-0.9970175264485267,-0.07717546212664579,0.9128458599921357,-0.408304342243893,-0.6070575744291015,0.7946578517376243,0.15389057670406067,-0.9880878960910773,0.3366372842469104,0.9416343976591259,-0.7454378568682997,-0.6665751282095638,0.9732643737003821,0.22968774213179735,5.10460272,8.10460272,8.10460272,6.67660272,5.26060272,5.27260272,5.15260272,6.61660272,8.10460272,6.59260272,5.14060272,5.18860272,162.62860272999998,401.44460275,5.14060272,6.66460272,6.239459862857143,6.3260312914285715,115.3249527285,1.3850838137610182,5.10460272,8.10460272,55,26.5,28.7,19.6,14.4,35.3,105,11.63,2.64,0.0,0.0,55160.29,18926.56,5.7,6.6,0.0,2.1,0.0,2.1,2.0,19.7,0,0
