,trend,trend_squared,trend_cubed,trend**4,trend**5,"cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)","sin(5,freq=YE-DEC)","cos(5,freq=YE-DEC)","sin(6,freq=YE-DEC)","cos(6,freq=YE-DEC)","sin(7,freq=YE-DEC)","cos(7,freq=YE-DEC)","sin(8,freq=YE-DEC)","cos(8,freq=YE-DEC)",lag_1,lag_3,lag_4,lag_6,lag_9,lag_10,lag_15,lag_16,lag_17,lag_18,lag_19,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,weather_weather_code (wmo code),weather_temperature_2m_max (°C),weather_apparent_temperature_max (°C),weather_apparent_temperature_min (°C),weather_wind_speed_10m_max (km/h),weather_wind_gusts_10m_max (km/h),weather_wind_direction_10m_dominant (°),weather_shortwave_radiation_sum (MJ/m²),weather_et0_fao_evapotranspiration (mm),weather_sunrise (iso8601),weather_sunset (iso8601),weather_daylight_duration (s),weather_sunshine_duration (s),weather_uv_index_max (),weather_uv_index_clear_sky_max (),weather_rain_sum (mm),weather_showers_sum (mm),weather_snowfall_sum (cm),weather_precipitation_sum (mm),weather_precipitation_hours (h),weather_temperature_2m_min (°C),is_weekend,is_holiday
2024-04-27,848.0,719104.0,609800192.0,517110562816.0,438509757267968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.73510267499998,5277.132103035,8387.174600285,8607.98160112,3095.72310284,4967.162102995,67.717102725,78.586102725,1289.991102775,3939.71660139,582.17260276,5952.374387317858,4688.353709119642,2887.7535022075,3362.71661609465,139.73510267499998,9205.86159994,61,16.5,13.6,3.7,25.8,48.2,168,15.86,2.75,0.0,0.0,52399.01,32064.75,4.45,5.8,2.2,0.0,0.0,2.2,6.0,6.7,1,0
2024-04-28,849.0,720801.0,611960049.0,519554081601.0,441101415279249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2204.439102405,2985.20410284,5277.132103035,9205.86159994,989.412102745,3095.72310284,547.19060276,67.717102725,78.586102725,1289.991102775,3939.71660139,5258.218316042857,4806.728601951429,2957.2246021984997,3589.023967310662,139.73510267499998,9205.86159994,51,14.4,9.1,5.1,39.9,75.6,194,17.29,2.98,0.0,0.0,52607.49,36263.43,5.9,5.9,0.8,0.0,0.0,0.8,6.0,8.3,1,0
2024-04-29,850.0,722500.0,614125000.0,522006250000.0,443705312500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2387.50060235,139.73510267499998,2985.20410284,8387.174600285,7063.53160133,989.412102745,2426.977102555,547.19060276,67.717102725,78.586102725,1289.991102775,4369.5781733614285,4803.908851936786,3033.043885521,3385.7272786150165,139.73510267499998,9205.86159994,51,17.5,15.7,4.3,17.3,34.6,174,18.82,3.11,0.0,0.0,52814.93,36693.5,5.35,5.95,0.1,0.0,0.0,0.1,1.0,7.1,0,0
2024-04-30,851.0,724201.0,616295051.0,524467088401.0,446321492229251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1772.12960258,2204.439102405,139.73510267499998,5277.132103035,8607.98160112,7063.53160133,5131.831601225,2426.977102555,547.19060276,67.717102725,78.586102725,3307.6164594528573,4563.930137747857,2981.3060188859995,2715.439134343633,139.73510267499998,8387.174600285,63,22.1,22.6,9.8,10.7,29.2,143,21.99,3.69,0.0,0.0,53021.17,45105.41,5.65,6.1,4.1,0.0,0.0,4.1,5.0,11.4,0,0
2024-05-01,852.0,725904.0,618470208.0,526936617216.0,448949997868032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.072102735,2387.50060235,2204.439102405,2985.20410284,9205.86159994,8607.98160112,6812.03460133,5131.831601225,2426.977102555,547.19060276,67.717102725,2134.458959802857,4089.8613878482142,2887.6613355713334,1761.5566866536317,139.73510267499998,5277.132103035,3,23.2,23.4,9.2,17.5,36.0,26,22.32,3.7,0.0,0.0,53226.02,40597.89,6.15,6.2,0.0,0.0,0.0,0.0,0.0,10.4,0,0
2024-05-02,853.0,727609.0,620650477.0,529414856881.0,451590872919493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78860272,1772.12960258,2387.50060235,139.73510267499998,8387.174600285,9205.86159994,4967.162102995,6812.03460133,5131.831601225,2426.977102555,547.19060276,1380.9813169007143,3735.2632806857146,2758.4006022806666,1245.7939823906265,2.78860272,2985.20410284,63,20.0,21.5,8.8,19.8,38.5,253,14.97,2.58,0.0,0.0,53429.31,28650.77,4.65,6.1,11.1,0.0,0.0,11.1,10.0,11.4,0,0
2024-05-03,854.0,729316.0,622835864.0,531901827856.0,454244160989024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.131102725,175.072102735,1772.12960258,2204.439102405,5277.132103035,8387.174600285,3095.72310284,4967.162102995,6812.03460133,5131.831601225,2426.977102555,968.9708883128571,3521.363852106071,2653.1413023073337,1094.5496448545161,2.78860272,2387.50060235,61,14.1,10.9,5.9,27.6,54.4,232,12.54,2.03,0.0,0.0,53630.84,25531.06,5.1,6.15,13.3,0.0,0.0,13.3,14.0,8.9,0,0
2024-05-04,855.0,731025.0,625026375.0,534397550625.0,456909905784375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.905102675,2.78860272,175.072102735,2387.50060235,2985.20410284,5277.132103035,989.412102745,3095.72310284,4967.162102995,6812.03460133,5131.831601225,965.4237454557142,3458.8990663867858,2653.0997023073337,1097.7205057727974,2.78860272,2387.50060235,61,15.9,13.4,4.5,20.5,42.8,166,15.24,2.29,0.0,0.0,53830.41,26622.07,4.5,6.15,8.5,0.0,0.0,8.5,9.0,6.9,1,0
2024-05-05,856.0,732736.0,627222016.0,536902045696.0,459588151115776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2633.24160231,101.131102725,2.78860272,1772.12960258,139.73510267499998,2985.20410284,7063.53160133,989.412102745,3095.72310284,4967.162102995,6812.03460133,1026.6812454421429,3142.4497807425,2737.6468522935,1186.7414652820185,2.78860272,2633.24160231,3,15.7,14.0,4.4,15.1,31.3,221,15.85,2.36,0.0,0.0,54027.84,27815.24,4.85,6.15,0.0,0.0,0.0,0.0,0.0,7.2,1,0
2024-05-06,857.0,734449.0,629422793.0,539415333601.0,462278940896057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2408.736102505,114.905102675,101.131102725,175.072102735,2204.439102405,139.73510267499998,8607.98160112,7063.53160133,989.412102745,3095.72310284,4967.162102995,1029.7148883214286,2699.646530841429,2815.787718952833,1190.820005807648,2.78860272,2633.24160231,63,15.9,16.2,9.0,17.4,32.8,207,7.73,1.36,0.0,0.0,54222.92,1879.53,1.95,6.2,6.5,0.0,0.0,6.5,18.0,10.1,0,0
2024-05-07,858.0,736164.0,631628712.0,541937434896.0,464982319140768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087.067102865,2633.24160231,114.905102675,2.78860272,2387.50060235,2204.439102405,9205.86159994,8607.98160112,7063.53160133,989.412102745,3095.72310284,1074.7059597907144,2191.1612096217855,2870.492652289833,1228.8855682730896,2.78860272,2633.24160231,51,17.0,15.6,8.5,16.6,32.4,3,14.23,2.2,0.0,0.0,54415.42,29292.5,4.3,6.1,0.6,0.0,0.0,0.6,6.0,9.3,0,0
2024-05-08,859.0,737881.0,633839779.0,544468370161.0,467698329968299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239.93360265,2408.736102505,2633.24160231,101.131102725,1772.12960258,2387.50060235,8387.174600285,9205.86159994,8607.98160112,7063.53160133,989.412102745,1369.6861740642858,1752.0725669335714,2924.0693356190004,1224.763891170565,2.78860272,2633.24160231,51,14.1,12.5,6.0,13.9,28.1,345,10.7,1.69,0.0,0.0,54605.14,16291.3,3.6,6.2,0.7,0.0,0.0,0.7,7.0,7.9,0,0
2024-05-09,860.0,739600.0,636056000.0,547008160000.0,470427017600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.854102675,2087.067102865,2408.736102505,114.905102675,175.072102735,1772.12960258,5277.132103035,8387.174600285,9205.86159994,8607.98160112,7063.53160133,1387.6955312007142,1384.3384240507144,2908.9587189494996,1202.030534479167,101.131102725,2633.24160231,3,18.5,18.0,4.5,11.3,24.1,32,21.99,3.41,0.0,0.0,54791.85,38772.76,6.2,6.45,0.0,0.0,0.0,0.0,0.0,6.3,0,0
2024-05-10,861.0,741321.0,638277381.0,549556825041.0,473168426360301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.083102725,2239.93360265,2087.067102865,2633.24160231,2.78860272,175.072102735,2985.20410284,5277.132103035,8387.174600285,9205.86159994,8607.98160112,1387.6886740578573,1178.3297811853572,2781.004268994,1202.0390971928787,101.083102725,2633.24160231,3,20.4,19.7,6.8,12.0,26.6,50,22.85,3.79,0.0,0.0,54975.33,49257.12,6.2,6.55,0.0,0.0,0.0,0.0,0.0,8.4,0,0
2024-05-11,862.0,743044.0,640503928.0,552114385936.0,475922600676832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.842102725,128.854102675,2239.93360265,2408.736102505,101.131102725,2.78860272,139.73510267499998,2985.20410284,5277.132103035,8387.174600285,9205.86159994,1383.1082454935715,1174.265995474643,2740.7659689923335,1207.7449813555986,82.842102725,2633.24160231,3,22.8,22.3,7.0,19.5,35.6,74,23.95,4.44,0.0,0.0,55155.33,50651.58,6.6,6.6,0.0,0.0,0.0,0.0,0.0,8.7,1,0
2024-05-12,863.0,744769.0,642735647.0,554680863361.0,478689585080543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.268102765,101.083102725,128.854102675,2087.067102865,114.905102675,101.131102725,2204.439102405,139.73510267499998,2985.20410284,5277.132103035,8387.174600285,1092.6834598442858,1059.6823526432142,2758.155368993667,1096.3170942101185,82.842102725,2408.736102505,3,24.6,24.0,10.1,17.3,31.0,137,23.23,4.63,0.0,0.0,55331.86,49559.79,6.25,6.6,0.0,0.0,0.0,0.0,0.0,12.6,1,0
2024-05-13,864.0,746496.0,644972544.0,557256278016.0,481469424205824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.915102725,82.842102725,101.083102725,2239.93360265,2633.24160231,114.905102675,2387.50060235,2204.439102405,139.73510267499998,2985.20410284,5277.132103035,757.1376027328571,893.4262455271428,2757.895302327,979.6211675935391,59.915102725,2239.93360265,51,21.5,20.6,11.2,15.9,34.6,183,21.81,3.85,0.0,0.0,55506.3,45790.15,6.6,6.6,0.9,0.0,0.0,0.9,7.0,12.9,0,0
2024-05-14,865.0,748225.0,647214625.0,559840650625.0,484262162790625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71660272,600.268102765,82.842102725,128.854102675,2408.736102505,2633.24160231,1772.12960258,2387.50060235,2204.439102405,139.73510267499998,2985.20410284,459.3732455692857,767.0396026799999,2739.746168992334,810.1171803246892,2.71660272,2239.93360265,51,23.5,21.3,13.1,27.0,51.5,164,24.09,4.68,0.0,0.0,55678.81,48829.77,6.6,6.6,0.5,0.0,0.0,0.5,4.0,14.1,0,0
2024-05-15,866.0,749956.0,649461896.0,562434001936.0,487067845676576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.10160273,59.915102725,600.268102765,101.083102725,2087.067102865,2408.736102505,175.072102735,1772.12960258,2387.50060235,2204.439102405,139.73510267499998,155.25438843785716,762.4702812510715,2662.550318998167,200.5073034003967,2.71660272,600.268102765,61,16.9,17.1,12.8,6.6,17.3,210,7.19,1.35,0.0,0.0,55849.22,1122.32,4.5,6.4,11.5,0.0,0.0,11.5,19.0,12.8,0,0
2024-05-16,867.0,751689.0,651714363.0,565036352721.0,489886517809107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.552102725,2.71660272,59.915102725,82.842102725,2239.93360265,2087.067102865,2.78860272,175.072102735,1772.12960258,2387.50060235,2204.439102405,145.92553130214284,766.8105312514286,2493.607669048167,203.4380386382149,2.71660272,600.268102765,65,17.9,16.4,10.8,19.3,38.5,242,18.39,2.81,0.0,0.0,56017.36,42246.28,5.3,6.4,27.9,0.0,0.0,27.9,17.0,11.8,0,0
2024-05-17,868.0,753424.0,653972032.0,567647723776.0,492718224237568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.922102725,111.10160273,2.71660272,600.268102765,128.854102675,2239.93360265,101.131102725,2.78860272,175.072102735,1772.12960258,2387.50060235,143.7596741592857,765.7241741085716,2269.403919094667,204.0747186979791,2.71660272,600.268102765,63,15.4,12.8,9.8,23.5,41.4,306,6.72,1.2,0.0,0.0,56183.04,0.0,3.35,6.35,22.5,0.0,0.0,22.5,13.0,10.8,0,0
2024-05-18,869.0,755161.0,656234909.0,570268135921.0,495563010115349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.975102725,63.552102725,111.10160273,59.915102725,101.083102725,128.854102675,114.905102675,101.131102725,2.78860272,175.072102735,1772.12960258,143.92153130214285,763.5148883978571,2106.6310190856666,204.01879241789752,2.71660272,600.268102765,61,17.7,17.8,10.4,15.0,28.1,282,13.85,2.23,0.0,0.0,56346.08,24895.83,6.15,6.5,4.5,0.0,0.0,4.5,10.0,11.9,1,0
2024-05-19,870.0,756900.0,658503000.0,572897610000.0,498420920700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1855.28060285,85.922102725,63.552102725,2.71660272,82.842102725,101.083102725,2633.24160231,114.905102675,101.131102725,2.78860272,175.072102735,323.2090313142857,707.9462455792857,2065.2829357526666,676.416000059256,2.71660272,1855.28060285,55,18.9,20.0,10.0,14.0,29.9,291,21.36,3.21,0.0,0.0,56506.31,44570.73,6.5,6.55,1.6,0.0,0.0,1.6,7.0,10.6,1,0
2024-05-20,871.0,758641.0,660776311.0,575536166881.0,501292001353351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732.94660283,83.975102725,85.922102725,111.10160273,600.268102765,82.842102725,2408.736102505,2633.24160231,114.905102675,101.131102725,2.78860272,562.2135313292857,659.6755670310714,2090.0674190888335,842.9517484546117,2.71660272,1855.28060285,53,18.5,19.0,10.9,9.4,23.0,358,21.56,3.4,0.0,0.0,56663.52,49444.91,6.5,6.55,2.1,0.0,0.0,2.1,12.0,11.4,0,0
2024-05-21,872.0,760384.0,663054848.0,578183827456.0,504176297541632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.974102755,1855.28060285,83.975102725,63.552102725,59.915102725,600.268102765,2087.067102865,2408.736102505,2633.24160231,114.905102675,101.131102725,626.82174562,543.0974955946429,1869.782169136333,809.5935022978098,63.552102725,1855.28060285,63,17.0,16.8,10.0,13.1,24.1,249,8.33,1.54,0.0,0.0,56817.54,4700.72,3.7,6.55,18.2,0.0,0.0,18.2,14.0,11.1,0,0
2024-05-22,873.0,762129.0,665338617.0,580840612641.0,507073854835593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.186102795,1732.94660283,1855.28060285,85.922102725,2.71660272,59.915102725,2239.93360265,2087.067102865,2408.736102505,2633.24160231,114.905102675,741.1195313435713,448.1869598907143,1613.2223191921664,780.6084986381787,63.552102725,1855.28060285,51,17.9,15.1,10.1,22.5,43.6,231,19.31,3.03,0.0,0.0,56968.16,36375.77,6.45,6.6,1.4,0.0,0.0,1.4,10.0,11.8,0,0
2024-05-23,874.0,763876.0,667627624.0,583506543376.0,509984718910624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.891102725,454.974102755,1732.94660283,83.975102725,111.10160273,2.71660272,128.854102675,2239.93360265,2087.067102865,2408.736102505,2633.24160231,744.0251027721428,444.9753170371428,1309.1566359516664,777.6985555169902,83.891102725,1855.28060285,3,18.7,17.7,8.1,16.3,34.6,227,25.08,3.91,0.0,0.0,57115.17,49299.62,6.7,6.7,0.0,0.0,0.0,0.0,0.0,10.1,0,0
2024-05-24,875.0,765625.0,669921875.0,586181640625.0,512908935546875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.55710272500001,911.186102795,454.974102755,1855.28060285,63.552102725,111.10160273,101.083102725,128.854102675,2239.93360265,2087.067102865,2408.736102505,743.2586742007144,443.50917418,1032.269386033,778.4574893173356,80.55710272500001,1855.28060285,63,14.8,14.2,9.6,11.9,24.5,291,10.58,1.67,0.0,0.0,57258.38,18425.12,1.8,6.6,10.0,0.0,0.0,10.0,11.0,10.2,0,0
2024-05-25,876.0,767376.0,672221376.0,588865925376.0,515846550629376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.610102725,83.891102725,911.186102795,1732.94660283,85.922102725,63.552102725,82.842102725,101.083102725,128.854102675,2239.93360265,2087.067102865,742.4922456292858,443.2068884657143,858.9853193559999,779.217038667998,78.610102725,1855.28060285,61,17.6,16.8,9.1,18.3,35.3,244,16.76,2.6,0.0,0.0,57397.57,29236.29,5.4,6.55,5.1,0.0,0.0,5.1,15.0,11.0,1,0
2024-05-26,877.0,769129.0,674526133.0,591559418641.0,518797610148157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.13660277,80.55710272500001,83.891102725,454.974102755,83.975102725,85.922102725,600.268102765,82.842102725,101.083102725,128.854102675,2239.93360265,582.9002456178571,453.0546384660714,784.0830693536667,609.1673221822731,78.610102725,1732.94660283,53,20.8,18.9,9.6,28.2,55.1,175,17.77,3.1,0.0,0.0,57532.53,37817.48,4.85,6.7,1.8,0.0,0.0,1.8,6.0,11.1,1,0
2024-05-27,878.0,770884.0,676836152.0,594262141456.0,521762160198368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.203102775,78.610102725,80.55710272500001,911.186102795,1855.28060285,83.975102725,59.915102725,600.268102765,82.842102725,101.083102725,128.854102675,435.65117418142853,498.9323527553571,802.8320026903333,357.38855680361155,78.610102725,911.186102795,61,17.1,16.1,9.2,13.3,30.2,241,15.73,2.52,0.0,0.0,57663.05,32007.32,5.6,6.7,5.7,0.0,0.0,5.7,11.0,10.9,0,0
2024-05-28,879.0,772641.0,679151439.0,596974114881.0,524740246980399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.55160279,738.13660277,78.610102725,83.891102725,1732.94660283,1855.28060285,2.71660272,59.915102725,600.268102765,82.842102725,101.083102725,534.162245615,580.4919956175,767.5024193698333,447.3244361297608,78.610102725,1144.55160279,55,17.1,14.3,5.9,25.1,48.2,212,17.77,2.74,0.0,0.0,57788.91,30915.62,6.75,6.75,4.1,0.0,0.0,4.1,10.0,8.1,0,0
2024-05-29,880.0,774400.0,681472000.0,599695360000.0,527731916800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.441102775,702.203102775,738.13660277,80.55710272500001,454.974102755,1732.94660283,111.10160273,2.71660272,59.915102725,600.268102765,82.842102725,622.9129598978571,682.0162456207144,739.0004360506666,577.3317604466594,78.610102725,1532.441102775,63,16.5,15.2,10.5,28.8,53.3,223,11.07,1.79,0.0,0.0,57909.89,20271.54,6.4,6.55,14.2,0.0,0.0,14.2,21.0,12.1,0,0
2024-05-30,881.0,776161.0,683797841.0,602425897921.0,530737216068401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.039102725,1144.55160279,702.203102775,78.610102725,911.186102795,454.974102755,63.552102725,111.10160273,2.71660272,59.915102725,600.268102765,621.0769598978571,682.551031335,682.2974193888333,579.3485371765147,71.039102725,1532.441102775,61,15.9,15.0,9.7,16.0,31.3,298,17.67,2.61,0.0,0.0,58025.77,43016.84,6.15,6.65,3.2,0.0,0.0,3.2,8.0,10.6,0,0
2024-05-31,882.0,777924.0,686128968.0,605165749776.0,533756191302432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.706102725,1532.441102775,1144.55160279,738.13660277,83.891102725,911.186102795,85.922102725,63.552102725,111.10160273,2.71660272,59.915102725,623.2411027549999,683.2498884778571,679.6518860551665,577.0165223139395,71.039102725,1532.441102775,61,16.5,15.7,8.4,12.8,27.7,299,15.07,2.41,0.0,0.0,58136.33,29319.09,4.15,6.6,3.3,0.0,0.0,3.3,13.0,9.9,0,0
2024-06-01,883.0,779689.0,688465387.0,607914936721.0,536788889124643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.399102725,71.039102725,1532.441102775,702.203102775,80.55710272500001,83.891102725,83.975102725,85.922102725,63.552102725,111.10160273,2.71660272,623.210959897857,682.8516027635715,682.1722360553334,577.0497197790539,71.039102725,1532.441102775,51,17.4,16.6,10.2,18.9,36.7,323,10.13,1.67,0.0,0.0,58241.5,1569.3,2.8,6.5,3.2,0.0,0.0,3.2,18.0,11.9,1,0
2024-06-02,884.0,781456.0,690807104.0,610673479936.0,539835356263424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1799.38160285,95.706102725,71.039102725,1144.55160279,78.610102725,80.55710272500001,1855.28060285,83.975102725,85.922102725,63.552102725,111.10160273,774.8173884807144,678.8588170492858,738.7805860595,731.1174310854436,71.039102725,1799.38160285,51,16.5,14.3,9.2,17.8,35.6,340,13.42,2.23,0.0,0.0,58342.14,9248.99,3.3,6.65,1.5,0.0,0.0,1.5,14.0,11.6,1,0
2024-06-03,885.0,783225.0,693154125.0,613441400625.0,542895639553125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.6591027750001,78.399102725,95.706102725,1532.441102775,738.13660277,78.610102725,1732.94660283,1855.28060285,83.975102725,85.922102725,63.552102725,786.0253884807144,610.8382813310715,760.9723860628333,730.4197588272121,71.039102725,1799.38160285,3,15.4,14.0,6.0,11.1,25.6,333,18.49,2.84,0.0,0.0,58438.33,40275.04,3.4,6.75,0.0,0.0,0.0,0.0,0.0,7.8,0,0
2024-06-04,886.0,784996.0,695506456.0,616218720016.0,545969785934176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957.289102585,1799.38160285,78.399102725,71.039102725,702.203102775,738.13660277,454.974102755,1732.94660283,1855.28060285,83.975102725,85.922102725,902.1307455942858,718.1464956046428,738.4406360720001,851.4725096842884,71.039102725,1957.289102585,53,18.6,17.5,7.2,19.0,35.6,207,19.55,3.37,0.0,0.0,58529.97,36174.19,6.55,6.9,1.2,0.0,0.0,1.2,4.0,9.2,0,0
2024-06-05,887.0,786769.0,697864103.0,619005459361.0,549057842453207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.365102745,780.6591027750001,1799.38160285,95.706102725,1144.55160279,702.203102775,911.186102795,454.974102755,1732.94660283,1855.28060285,83.975102725,736.4056027328571,679.6592813153571,670.5616027466666,820.6846062513388,71.039102725,1957.289102585,55,14.8,13.1,7.4,17.7,32.4,252,6.26,1.32,0.0,0.0,58616.97,3600.0,3.75,6.65,4.0,0.0,0.0,4.0,12.0,9.1,0,0
2024-06-06,888.0,788544.0,700227072.0,621801639936.0,552159856263168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.94510267500002,1957.289102585,780.6591027750001,78.399102725,1532.441102775,1144.55160279,83.891102725,911.186102795,454.974102755,1732.94660283,1855.28060285,742.2493170114286,681.6631384546429,604.7242027403333,815.2850862787514,78.399102725,1957.289102585,3,17.2,15.3,4.9,17.4,34.6,260,27.41,4.0,0.0,0.0,58699.2,53645.45,6.9,6.9,0.0,0.0,0.0,0.0,0.0,7.2,0,0
2024-06-07,889.0,790321.0,702595369.0,624607283041.0,555275874623449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.774102725,372.365102745,1957.289102585,1799.38160285,71.039102725,1532.441102775,80.55710272500001,83.891102725,911.186102795,454.974102755,1732.94660283,742.6876027257142,682.9643527403571,533.3522194095,814.8803092327807,78.399102725,1957.289102585,3,18.6,17.4,6.5,14.3,28.4,257,25.2,4.01,0.0,0.0,58776.58,53668.23,6.85,6.85,0.0,0.0,0.0,0.0,0.0,8.1,0,0
2024-06-08,890.0,792100.0,704969000.0,627422410000.0,558405944900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.762102725,111.94510267500002,372.365102745,780.6591027750001,95.706102725,71.039102725,78.610102725,80.55710272500001,83.891102725,911.186102795,454.974102755,745.5966027257144,684.4037813117858,532.3491527445,812.1454213586428,98.762102725,1957.289102585,3,19.0,17.6,6.2,21.1,42.1,256,27.22,4.21,0.0,0.0,58848.98,51997.5,6.95,6.95,0.0,0.0,0.0,0.0,0.0,8.4,1,0
2024-06-09,891.0,793881.0,707347971.0,630247042161.0,561550114565451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.495102785,98.774102725,111.94510267500002,1957.289102585,78.399102725,95.706102725,738.13660277,78.610102725,80.55710272500001,83.891102725,911.186102795,633.6128170021428,704.2151027414286,562.8295527465,687.0323753404032,98.762102725,1957.289102585,3,17.6,16.1,7.2,16.6,33.5,298,28.82,4.39,0.0,0.0,58916.33,53706.04,6.95,6.95,0.0,0.0,0.0,0.0,0.0,8.8,1,0
