,trend,trend_squared,trend_cubed,trend**4,trend**5,"cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)","sin(5,freq=YE-DEC)","cos(5,freq=YE-DEC)","sin(6,freq=YE-DEC)","cos(6,freq=YE-DEC)","sin(7,freq=YE-DEC)","cos(7,freq=YE-DEC)","sin(8,freq=YE-DEC)","cos(8,freq=YE-DEC)",lag_1,lag_3,lag_4,lag_6,lag_9,lag_10,lag_15,lag_16,lag_17,lag_18,lag_19,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,weather_weather_code (wmo code),weather_temperature_2m_max (°C),weather_apparent_temperature_max (°C),weather_apparent_temperature_min (°C),weather_wind_speed_10m_max (km/h),weather_wind_gusts_10m_max (km/h),weather_wind_direction_10m_dominant (°),weather_shortwave_radiation_sum (MJ/m²),weather_et0_fao_evapotranspiration (mm),weather_sunrise (iso8601),weather_sunset (iso8601),weather_daylight_duration (s),weather_sunshine_duration (s),weather_uv_index_max (),weather_uv_index_clear_sky_max (),weather_rain_sum (mm),weather_showers_sum (mm),weather_snowfall_sum (cm),weather_precipitation_sum (mm),weather_precipitation_hours (h),weather_temperature_2m_min (°C),is_weekend,is_holiday
2024-02-01,762.0,580644.0,442450728.0,337147454736.0,256906360508832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780.575102815,3878.55960139,6337.875601495,2193.740102705,4398.110601245,3990.75482129,13498.3417184,15752.9568184,13923.0410184,14015.3430184,13714.47601935,4404.741244645714,6673.799460921071,9134.209180277,3575.7107837070616,1095.072102755,11466.38860017,61,7.8,5.3,-2.1,25.8,47.9,265,6.12,0.82,0.0,0.0,33306.92,24761.64,1.75,1.85,4.6,0.0,0.0,4.6,5.0,1.3,0,0
2024-02-02,763.0,582169.0,444194947.0,338920744561.0,258596528100043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2445.581102815,4080.97760119,3878.55960139,11466.38860017,126.009102675,4398.110601245,13308.6602984,13498.3417184,15752.9568184,13923.0410184,14015.3430184,4597.671101797143,5897.865232665,9106.083542956167,3399.4629668131665,1780.575102815,11466.38860017,3,7.4,3.4,-2.8,24.0,46.4,223,3.98,0.6,0.0,0.0,33495.9,11122.86,1.95,1.95,0.0,0.0,0.0,0.0,0.0,1.2,0,0
2024-02-03,764.0,583696.0,445943744.0,340701020416.0,260295579597824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2998.18810287,1780.575102815,4080.97760119,6337.875601495,1095.072102755,126.009102675,12332.4690984,13308.6602984,13498.3417184,15752.9568184,13923.0410184,4712.592244677857,5231.130875841429,9201.855409629332,3317.255499864781,1780.575102815,11466.38860017,51,9.3,5.9,2.3,24.4,46.4,238,1.36,0.31,0.0,0.0,33688.22,0.0,0.45,1.9,1.1,0.0,0.0,1.1,9.0,6.4,1,0
2024-02-04,765.0,585225.0,447697125.0,342488300625.0,262003549978125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3943.37960119,2445.581102815,1780.575102815,3878.55960139,2193.740102705,1095.072102755,16545.982598399998,12332.4690984,13308.6602984,13498.3417184,15752.9568184,3637.8766733949997,4330.944947469286,9329.135659579833,1467.3066183564852,1780.575102815,6337.875601495,53,9.6,5.7,3.7,29.0,54.0,242,1.11,0.33,0.0,0.0,33884.01,0.0,0.65,1.9,1.9,0.0,0.0,1.9,10.0,8.2,1,0
2024-02-05,766.0,586756.0,449455096.0,344282603536.0,263720474308576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4003.46760119,2998.18810287,2445.581102815,4080.97760119,11466.38860017,2193.740102705,11898.017219965,16545.982598399998,12332.4690984,13308.6602984,13498.3417184,3304.3898162085716,3767.048546128214,9429.946176194666,911.3269081371326,1780.575102815,4080.97760119,51,8.9,4.5,1.6,30.5,57.6,233,4.12,0.86,0.0,0.0,34083.0,10351.88,1.2,2.0,0.5,0.0,0.0,0.5,2.0,6.7,0,0
2024-02-06,767.0,588289.0,451217663.0,346083947521.0,265446387748607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4634.34360119,3943.37960119,2998.18810287,1780.575102815,6337.875601495,11466.38860017,3990.75482129,11898.017219965,16545.982598399998,12332.4690984,13308.6602984,3412.3589590371434,3813.019173263928,9261.481122186668,1027.991989132042,1780.575102815,4634.34360119,51,9.4,4.3,1.3,35.0,65.5,221,1.61,0.83,0.0,0.0,34284.93,0.0,0.9,2.05,0.9,0.0,0.0,0.9,8.0,6.5,0,0
2024-02-07,768.0,589824.0,452984832.0,347892350976.0,267181325549568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4169.48260119,4003.46760119,3943.37960119,2445.581102815,3878.55960139,6337.875601495,4398.110601245,3990.75482129,11898.017219965,16545.982598399998,12332.4690984,3425.0025304657142,3796.6886018314285,8917.584208276332,1038.0808799495592,1780.575102815,4634.34360119,63,9.4,5.4,-0.5,33.4,66.6,239,0.84,0.31,0.0,0.0,34489.54,0.0,0.15,1.95,25.1,0.0,0.0,25.1,20.0,3.4,0,0
2024-02-08,769.0,591361.0,454756609.0,349707832321.0,268925323054849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4176.76910298,4634.34360119,4003.46760119,2998.18810287,4080.97760119,3878.55960139,126.009102675,4398.110601245,3990.75482129,11898.017219965,16545.982598399998,3767.3159590607142,4086.0286018532142,8470.779911095666,764.4642471327912,2445.581102815,4634.34360119,61,11.3,7.6,-0.0,30.6,56.9,213,1.19,0.41,0.0,0.0,34696.59,0.0,0.85,2.05,11.0,0.0,0.0,11.0,17.0,2.5,0,0
2024-02-09,770.0,592900.0,456533000.0,351530410000.0,270678415700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403.93810284,4169.48260119,4634.34360119,3943.37960119,1780.575102815,4080.97760119,1095.072102755,126.009102675,4398.110601245,3990.75482129,11898.017219965,3761.3669590642858,4179.519030430714,7909.693680577,776.5309529436287,2403.93810284,4634.34360119,61,12.4,8.3,4.7,33.9,65.5,200,4.22,1.02,0.0,0.0,34905.83,11739.82,1.25,2.1,5.5,0.0,0.0,5.5,11.0,9.4,0,0
2024-02-10,771.0,594441.0,458314011.0,353360102481.0,272440639012851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.696102675,4176.76910298,4169.48260119,4003.46760119,2445.581102815,1780.575102815,2193.740102705,1095.072102755,126.009102675,4398.110601245,3990.75482129,3348.725244750715,4030.6587447142856,7357.359033386167,1590.5108042909008,109.696102675,4634.34360119,55,12.8,10.6,4.3,18.5,33.8,161,5.0,0.72,0.0,0.0,35117.02,16278.86,1.65,2.2,3.5,0.0,0.0,3.5,9.0,7.6,1,0
2024-02-11,772.0,595984.0,460099648.0,355196928256.0,274212028613632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3812.41360119,2403.93810284,4176.76910298,4634.34360119,2998.18810287,2445.581102815,11466.38860017,2193.740102705,1095.072102755,126.009102675,4398.110601245,3330.015816179286,3483.9462447871433,6959.966036145834,1583.1029920507058,109.696102675,4634.34360119,53,9.4,7.6,2.9,22.0,41.4,216,4.35,0.7,0.0,0.0,35329.95,18030.35,1.15,2.2,2.0,0.0,0.0,2.0,10.0,5.9,1,0
2024-02-12,773.0,597529.0,461889917.0,357040905841.0,275992620215093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4586.49760119,109.696102675,2403.93810284,4169.48260119,3943.37960119,2998.18810287,6337.875601495,11466.38860017,2193.740102705,1095.072102755,126.009102675,3413.305816179286,3358.8478161939283,6720.703605572166,1638.7972775417236,109.696102675,4634.34360119,61,7.7,4.0,-0.3,18.0,33.8,245,3.68,0.49,0.0,0.0,35544.36,10343.07,1.3,2.15,2.5,0.0,0.0,2.5,9.0,3.0,0,0
2024-02-13,774.0,599076.0,463684824.0,358892053776.0,277782449622624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5697.235601225,3812.41360119,109.696102675,4176.76910298,4003.46760119,3943.37960119,3878.55960139,6337.875601495,11466.38860017,2193.740102705,1095.072102755,3565.14753047,3488.7532447535714,6453.462258301332,1810.9826866682492,109.696102675,5697.235601225,53,8.5,3.8,-2.3,25.9,47.9,208,6.48,0.97,0.0,0.0,35760.06,23126.8,2.15,2.35,0.7,0.0,0.0,0.7,3.0,1.9,0,0
2024-02-14,775.0,600625.0,465484375.0,360750390625.0,279581552734375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6959.083601305,4586.49760119,3812.41360119,2403.93810284,4634.34360119,4003.46760119,4080.97760119,3878.55960139,6337.875601495,11466.38860017,2193.740102705,3963.6619590578566,3694.332244761786,6218.253611064833,2225.6023407584435,109.696102675,6959.083601305,53,11.0,7.7,2.2,26.1,48.6,210,2.65,0.59,0.0,0.0,35976.82,1343.15,0.6,2.3,3.4,0.0,0.0,3.4,8.0,7.1,0,0
2024-02-15,776.0,602176.0,467288576.0,362615934976.0,281389965541376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.873102725,5697.235601225,4586.49760119,109.696102675,4169.48260119,4634.34360119,1780.575102815,4080.97760119,3878.55960139,6337.875601495,11466.38860017,3380.5339590214285,3573.9249590410714,5757.314680542333,2653.980638721326,94.873102725,6959.083601305,51,16.2,14.0,6.4,23.2,42.1,182,6.97,1.53,0.0,0.0,36194.45,28643.02,1.9,2.5,0.1,0.0,0.0,0.1,1.0,9.8,0,0
2024-02-16,777.0,603729.0,469097433.0,364488705441.0,283207724127657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.20010272500001,6959.083601305,5697.235601225,3812.41360119,4176.76910298,4169.48260119,2445.581102815,1780.575102815,4080.97760119,3878.55960139,6337.875601495,3049.7142447192855,3405.5406018917856,5235.1561233531675,2926.3546821843674,88.20010272500001,6959.083601305,51,13.9,10.4,6.2,28.6,54.7,219,2.48,0.94,0.0,0.0,36412.73,3600.0,1.15,2.45,0.9,0.0,0.0,0.9,6.0,8.6,0,0
2024-02-17,778.0,605284.0,470910952.0,366368720656.0,285034864670368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.271102675,94.873102725,6959.083601305,4586.49760119,2403.93810284,4176.76910298,2998.18810287,2445.581102815,1780.575102815,4080.97760119,3878.55960139,3050.367816147857,3199.546530449286,4789.020436162333,2925.5890327188877,88.20010272500001,6959.083601305,51,11.6,9.3,3.6,14.9,26.3,236,5.45,0.88,0.0,0.0,36631.48,19153.05,1.0,2.6,0.1,0.0,0.0,0.1,1.0,6.8,1,0
2024-02-18,779.0,606841.0,472729139.0,368255999281.0,286871423439899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.07760119,88.20010272500001,94.873102725,5697.235601225,109.696102675,2403.93810284,3943.37960119,2998.18810287,2445.581102815,1780.575102815,4080.97760119,3083.0341018621434,3206.524959020714,4480.101012921999,2936.771175580176,88.20010272500001,6959.083601305,55,9.7,6.9,1.2,33.5,61.9,213,1.81,0.64,0.0,0.0,36850.48,0.0,0.45,2.7,5.8,0.0,0.0,5.8,14.0,5.8,1,0
2024-02-19,780.0,608400.0,474552000.0,370150560000.0,288717436800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4073.21260119,114.271102675,88.20010272500001,6959.083601305,3812.41360119,109.696102675,4003.46760119,3943.37960119,2998.18810287,2445.581102815,1780.575102815,3009.707673290715,3211.506744735,4204.792463015,2899.142494978533,88.20010272500001,6959.083601305,55,10.6,6.7,3.0,24.3,45.7,265,4.07,0.64,0.0,0.0,37069.56,9240.64,1.2,2.55,2.6,0.08,0.0,2.6,11.0,5.7,0,0
2024-02-20,781.0,609961.0,476379541.0,372052421521.0,290572941207901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4549.679601205,4041.07760119,114.271102675,94.873102725,4586.49760119,3812.41360119,4634.34360119,4003.46760119,3943.37960119,2998.18810287,2445.581102815,2845.771101859286,3205.459316164643,3804.915696441834,2750.4770500257628,88.20010272500001,6959.083601305,3,9.6,5.9,1.0,23.5,45.7,226,5.7,0.86,0.0,0.0,37288.53,10264.6,2.3,2.7,0.0,0.0,0.0,0.0,0.0,4.1,0,0
2024-02-21,782.0,611524.0,478211768.0,373961602576.0,292437973214432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6008.417601345,4073.21260119,4041.07760119,88.20010272500001,5697.235601225,4586.49760119,4169.48260119,4634.34360119,4003.46760119,3943.37960119,2998.18810287,2709.9616732935715,3336.8118161757147,3608.5957091544997,2527.997487232137,88.20010272500001,6008.417601345,55,9.9,4.5,2.5,33.0,61.6,203,3.31,0.9,0.0,0.0,37507.21,0.0,2.0,2.75,7.1,0.0,0.0,7.1,9.0,6.7,0,0
2024-02-22,783.0,613089.0,480048687.0,375878121921.0,294312569464143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.716102675,4549.679601205,4073.21260119,114.271102675,6959.083601305,5697.235601225,4176.76910298,4169.48260119,4634.34360119,4003.46760119,3943.37960119,2713.939244715,3047.236601868214,3479.6610852006665,2523.2144986094672,88.20010272500001,6008.417601345,61,12.4,7.3,-1.6,46.9,98.3,208,2.57,0.81,0.0,0.0,37725.7,1282.17,0.7,2.75,12.3,0.7,0.0,12.3,17.0,5.2,0,0
2024-02-23,784.0,614656.0,481890304.0,377801998336.0,296196766695424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.5471027149999,6008.417601345,4549.679601205,4041.07760119,94.873102725,6959.083601305,2403.93810284,4176.76910298,4169.48260119,4634.34360119,4003.46760119,2800.4173875707143,2925.065816145,3356.175635249667,2426.7535761895533,114.271102675,6008.417601345,51,7.0,1.7,-3.1,40.3,79.6,209,6.75,1.18,0.0,0.0,37945.86,29985.29,1.8,2.6,0.8,0.6,0.0,0.8,5.0,3.2,0,0
2024-02-24,785.0,616225.0,483736625.0,379733250625.0,298090601740625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4827.605103005,122.716102675,6008.417601345,4073.21260119,88.20010272500001,94.873102725,109.696102675,2403.93810284,4176.76910298,4169.48260119,4634.34360119,3473.750816189286,3262.0593161685715,3512.8955019273335,2200.577967427904,122.716102675,6008.417601345,71,6.1,1.1,-1.8,28.0,55.1,199,7.9,1.11,0.0,0.0,38167.9,27542.88,2.65,2.7,1.9,0.2,0.07,2.0,11.0,2.9,1,0
2024-02-25,786.0,617796.0,485587656.0,381671897616.0,299994111526176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8634.590601415,693.5471027149999,122.716102675,4549.679601205,114.271102675,88.20010272500001,3812.41360119,109.696102675,2403.93810284,4176.76910298,4169.48260119,4129.966959078572,3606.500530470357,3764.2127852159997,2953.905058529718,122.716102675,8634.590601415,71,9.0,4.8,-2.5,29.2,55.1,183,8.31,1.3,0.0,0.0,38391.63,27363.11,2.65,2.9,2.0,0.3,0.14,2.2,9.0,3.7,1,0
2024-02-26,787.0,619369.0,487443403.0,383617958161.0,301907333072707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13599.3495984,4827.605103005,693.5471027149999,6008.417601345,4041.07760119,114.271102675,4586.49760119,3812.41360119,109.696102675,2403.93810284,4176.76910298,5490.843672965713,4250.275673128214,4144.399768405833,4637.805139445199,122.716102675,13599.3495984,61,6.7,2.4,-0.1,23.0,43.2,53,1.75,0.44,0.0,0.0,38616.87,0.0,0.3,2.75,14.1,0.0,0.0,14.1,17.0,4.2,0,0
2024-02-27,788.0,620944.0,489303872.0,385571451136.0,303830303495168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14378.9505984,8634.590601415,4827.605103005,122.716102675,4073.21260119,4041.07760119,5697.235601225,4586.49760119,3812.41360119,109.696102675,2403.93810284,6895.025243993572,4870.398172926429,4241.485168346833,5676.941559000847,122.716102675,14378.9505984,3,6.9,3.4,-1.6,19.9,37.1,30,5.2,0.64,0.0,0.0,38843.43,3486.84,2.3,2.9,0.0,0.0,0.0,0.0,0.0,1.5,0,0
2024-02-28,789.0,622521.0,491169069.0,387532395441.0,305763060002949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15643.0355984,13599.3495984,8634.590601415,693.5471027149999,4549.679601205,4073.21260119,6959.083601305,5697.235601225,4586.49760119,3812.41360119,109.696102675,8271.399243572856,5490.680458433214,4551.657168243666,6530.01744673065,122.716102675,15643.0355984,3,8.7,5.5,-5.0,17.5,31.3,204,8.56,1.07,0.0,0.0,39071.14,20186.45,2.65,3.05,0.0,0.0,0.0,0.0,0.0,-1.0,0,0
2024-02-29,790.0,624100.0,493039000.0,389500810000.0,307705639900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15529.17059915,14378.9505984,13599.3495984,4827.605103005,6008.417601345,4549.679601205,94.873102725,6959.083601305,5697.235601225,4586.49760119,3812.41360119,10472.321314497856,6593.130279606428,4940.010868169,5890.848403961435,693.5471027149999,15643.0355984,51,9.8,5.6,-1.7,26.2,50.0,183,4.53,1.14,0.0,0.0,39299.82,5210.67,1.3,3.05,0.4,0.0,0.0,0.4,2.0,3.5,0,0
2024-03-01,791.0,625681.0,494913671.0,391476713761.0,309658080584951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12740.4915984,15643.0355984,14378.9505984,8634.590601415,122.716102675,6008.417601345,88.20010272500001,94.873102725,6959.083601305,5697.235601225,4586.49760119,12193.313385309999,7496.865386440358,5228.6613347426655,4020.780291350787,4827.605103005,15643.0355984,51,9.4,4.2,0.1,33.5,63.7,184,8.88,1.79,0.0,0.0,39529.3,21385.97,3.15,3.2,0.7,0.0,0.0,0.7,4.0,4.1,0,0
2024-03-02,792.0,627264.0,496793088.0,393460125696.0,311620419551232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11760.7945989,15529.17059915,15643.0355984,13599.3495984,693.5471027149999,122.716102675,114.271102675,88.20010272500001,94.873102725,6959.083601305,5697.235601225,13183.769027580713,8328.759921885,5561.3353179455,2451.7491121418293,8634.590601415,15643.0355984,51,12.4,7.1,0.8,32.5,60.5,170,9.4,1.96,0.0,0.0,39759.42,32662.21,3.05,3.15,0.4,0.0,0.0,0.4,3.0,4.9,1,0
2024-03-03,793.0,628849.0,498677257.0,395451064801.0,313592694387193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9699.404099895,12740.4915984,15529.17059915,14378.9505984,4827.605103005,693.5471027149999,4041.07760119,114.271102675,88.20010272500001,94.873102725,6959.083601305,13335.885241649286,8732.926100363928,5803.129417848167,2135.0347948548883,9699.404099895,15643.0355984,61,13.5,11.3,2.8,20.3,38.2,183,6.99,1.45,0.0,0.0,39990.02,17906.3,3.15,3.2,2.6,0.0,0.0,2.6,5.0,6.1,1,0
2024-03-04,794.0,630436.0,500566184.0,397449550096.0,315574942776224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8664.01259998,11760.7945989,12740.4915984,15643.0355984,8634.590601415,4827.605103005,4073.21260119,4041.07760119,114.271102675,88.20010272500001,94.873102725,12630.837099017856,9060.840385991785,5991.9902344185,2757.643069124729,8664.01259998,15643.0355984,3,9.9,7.9,1.5,15.4,28.8,308,9.39,1.2,0.0,0.0,40220.92,31814.35,3.0,3.25,0.0,0.0,0.0,0.0,0.0,4.2,0,0
2024-03-05,795.0,632025.0,502459875.0,399455600625.0,317567202496875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12536.51359905,9699.404099895,11760.7945989,15529.17059915,13599.3495984,8634.590601415,4549.679601205,4073.21260119,4041.07760119,114.271102675,88.20010272500001,12367.631813396429,9631.328528695,6278.428034347166,2648.76162068933,8664.01259998,15643.0355984,51,8.8,5.8,-0.2,16.4,32.0,202,5.51,0.82,0.0,0.0,40451.97,13886.6,0.95,3.15,1.1,0.0,0.0,1.1,10.0,2.7,0,0
2024-03-06,796.0,633616.0,504358336.0,401469235456.0,319569511422976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13430.3585984,8664.01259998,9699.404099895,12740.4915984,14378.9505984,13599.3495984,6008.417601345,4549.679601205,4073.21260119,4041.07760119,114.271102675,12051.535099110715,10161.467171341787,6592.657734254167,2302.0761308976907,8664.01259998,15529.17059915,3,10.2,8.4,-1.9,8.8,15.8,149,10.13,1.28,0.0,0.0,40683.02,35271.06,3.4,3.45,0.0,0.0,0.0,0.0,0.0,1.3,0,0
2024-03-07,797.0,635209.0,506261573.0,403490473681.0,321581907523757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13949.81759965,12536.51359905,8664.01259998,11760.7945989,15643.0355984,14378.9505984,122.716102675,6008.417601345,4549.679601205,4073.21260119,4041.07760119,11825.913242039285,11149.117278268572,6903.173534202834,1955.782805711263,8664.01259998,13949.81759965,3,9.9,5.7,-2.9,17.7,34.2,86,12.74,1.66,0.0,0.0,40913.91,36585.08,3.55,3.55,0.0,0.0,0.0,0.0,0.0,0.2,0,0
2024-03-08,798.0,636804.0,508169592.0,405519334416.0,323604428863968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4943.465102295,13430.3585984,12536.51359905,9699.404099895,15529.17059915,15643.0355984,693.5471027149999,122.716102675,6008.417601345,4549.679601205,4073.21260119,10712.052314024286,11452.682849667142,6928.972950906334,3183.220433154968,4943.465102295,13949.81759965,3,11.8,7.4,-2.9,28.4,51.1,114,14.27,2.18,0.0,0.0,41144.49,37159.48,3.65,3.65,0.0,0.0,0.0,0.0,0.0,1.6,0,0
2024-03-09,799.0,638401.0,510082399.0,407555836801.0,325637113603999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3252.54410285,13949.81759965,13430.3585984,8664.01259998,12740.4915984,15529.17059915,4827.605103005,693.5471027149999,122.716102675,6008.417601345,4549.679601205,9496.587957445716,11340.178492513214,6898.165450902,4183.305732592172,3252.54410285,13949.81759965,51,14.0,9.7,1.6,26.5,51.5,133,9.29,2.22,0.0,0.0,41374.59,25966.23,3.6,3.6,0.2,0.0,0.0,0.2,2.0,5.7,1,0
2024-03-10,800.0,640000.0,512000000.0,409600000000.0,327680000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3830.73360169,4943.465102295,13949.81759965,12536.51359905,11760.7945989,12740.4915984,8634.590601415,4827.605103005,693.5471027149999,122.716102675,6008.417601345,8658.206457702143,10997.045849675716,6945.725300863666,4692.917847374613,3252.54410285,13949.81759965,51,11.9,10.3,5.2,13.9,25.6,343,7.7,1.41,0.0,0.0,41604.08,15028.24,3.15,3.75,0.6,0.0,0.0,0.6,4.0,7.4,1,0
2024-03-11,801.0,641601.0,513922401.0,411651843201.0,329733126404001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4158.94460119,3252.54410285,4943.465102295,13430.3585984,9699.404099895,11760.7945989,13599.3495984,8634.590601415,4827.605103005,693.5471027149999,122.716102675,8014.625315017857,10322.731207017858,7080.700250814166,4991.406185717077,3252.54410285,13949.81759965,61,8.1,5.4,2.7,22.8,43.9,240,1.83,0.4,0.0,0.0,41832.79,0.0,0.5,3.45,25.1,0.0,0.0,25.1,24.0,6.4,0,0
2024-03-12,802.0,643204.0,515849608.0,413711385616.0,331796531264032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4519.09360119,3830.73360169,3252.54410285,13949.81759965,8664.01259998,9699.404099895,14378.9505984,13599.3495984,8634.590601415,4827.605103005,693.5471027149999,6869.279601037857,9618.455707217143,7104.256250814166,4691.719033614273,3252.54410285,13949.81759965,61,9.4,5.9,2.5,21.7,41.0,232,4.56,0.72,0.0,0.0,42060.57,5738.02,3.05,3.7,13.4,0.0,0.0,13.4,18.0,5.8,0,0
2024-03-13,803.0,644809.0,517781627.0,415778646481.0,333870253124243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4535.26760119,4158.94460119,3830.73360169,4943.465102295,12536.51359905,8664.01259998,15643.0355984,14378.9505984,13599.3495984,8634.590601415,4827.605103005,5598.552315722142,8825.043707416427,7102.5485841475,3723.125580131045,3252.54410285,13949.81759965,53,12.8,9.6,6.1,20.6,39.2,242,5.34,0.95,0.0,0.0,42287.54,3375.01,2.1,3.8,2.9,0.0,0.0,2.9,9.0,9.1,0,0
2024-03-14,804.0,646416.0,519718464.0,417853645056.0,335954330625024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.454102675,4519.09360119,4158.94460119,3252.54410285,13430.3585984,12536.51359905,15529.17059915,15643.0355984,14378.9505984,13599.3495984,8634.590601415,3621.0718161542854,7723.492529096786,6916.222534195834,1643.4470061504574,107.454102675,4943.465102295,3,16.8,13.9,3.6,18.4,36.7,191,13.73,2.26,0.0,0.0,42515.36,29791.37,3.8,4.2,0.0,0.0,0.0,0.0,0.0,7.0,0,0
