Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/30  14:00:00,189214700.2320172,189214700.23201722,150888830.6577728 
 01/30  15:00:00,176808707.29358724,176808707.29358724,144046475.78442 
 01/30  16:00:00,176864091.20156753,176864091.20156756,146788087.56766373 
 01/30  17:00:00,196234466.52271613,196234466.52271616,163495846.997798 
 01/30  18:00:00,206385554.35052764,206385554.35052764,182081636.5013532 
 01/30  19:00:00,198476690.46727374,198476690.46727377,177071940.3660238 
 01/30  20:00:00,188780273.75759327,188780273.75759327,184918556.96180862 
 01/30  21:00:00,174403633.656539,174403633.65653902,169324618.1363402 
 01/30  22:00:00,164649874.3387167,164649874.3387167,182343019.33544695 
 01/30  23:00:00,104849975.54423931,104849975.54423931,180872126.31787682 
 01/30  24:00:00,65514432.45831828,65514432.45831828,182491585.456289 
 01/31  01:00:00,54541035.21654785,54541035.21654785,95566452.92267719 
 01/31  02:00:00,22945310.80948115,22945310.80948115,9928834.732080001 
 01/31  03:00:00,28493183.607413605,28493183.607413605,13187284.09812 
 01/31  04:00:00,22803548.854890127,22803548.854890127,9928834.732080001 
 01/31  05:00:00,50531536.29873507,50531536.29873507,19704182.8302 
 01/31  06:00:00,105715326.49360296,105715326.49360298,199998488.06689113 
 01/31  07:00:00,120651705.38965508,120651705.38965508,202923244.3322134 
 01/31  08:00:00,137416040.434316,137416040.434316,262904046.65379494 
